NAME,Experimental RT,Predicted RT,mae
Pregnenolone sulfate,1.346,0.9889525604150347,0.35704743958496543
CYTOSINE,5.129,4.7689953841108546,0.360004615889145
3-AMINO-9-ETHYLCARBAZOLE,1.295,0.9334488335822968,0.36155116641770313
NONADECANOIC ACID,1.26,0.8557317844824315,0.40426821551756853
Cystathionine,8.73,8.322325967801454,0.40767403219854614
Adenylosuccinic acid,8.756,9.168830497518991,0.4128304975189909
D-GLUCOSE 6-PHOSPHATE,8.87,9.283045242423583,0.41304524242358376
OXALOACETIC ACID,6.616,7.031039896404362,0.41503989640436245
D-Pantothenic acid,5.95,6.365328829385715,0.41532882938571447
Guanidinoacetic acid,7.75,7.321813471434272,0.42818652856572825
Tartaric acid,8.551,8.113686381030844,0.43731361896915644
S-Methyl-L-cysteine,7.02,6.5729041918305295,0.44709580816947003
D-Galactonic acid,8.26,8.71039576183391,0.45039576183391006
PENTADECYLIC ACID,1.282,1.7324195461639222,0.4504195461639222
D-Glucosamine,8.247,7.793051694905644,0.4539483050943556
Pseudouridine,6.32,5.8646059311437995,0.4553940688562008
Aminoacetone,4.63,5.106070912289287,0.4760709122892868
Hydrocortisone,1.461,1.9411367616822606,0.4801367616822605
cGMP,7.63,7.141755628964401,0.4882443710355986
Cysteine-S-sulfate,7.372,7.872200656626533,0.5002006566265331
Glycolic acid,6.78,6.26469894391994,0.5153010560800606
Hydrocortisone,1.425,1.9411367616822606,0.5161367616822605
4-ETHYLBENZOIC ACID,1.768,2.2846644721440104,0.5166644721440103
L-Citrulline,8.093,7.535330302810482,0.5576696971895183
L-Asparagine,8.05,7.486214653741566,0.5637853462584346
Nα-Acetyl-L-arginine,7.74,7.172900254287258,0.567099745712742
3-Indolebutyric acid,1.432,2.0165969137822657,0.5845969137822657
ADMA,8.39,9.007501610095067,0.6175016100950668
Creatine,7.63,7.0053132042085595,0.6246867957914404
Melatonin,1.391,2.023762568349593,0.6327625683495928
N-Acetyl-L-alanine,6.41,5.755356201981562,0.6546437980184381
L-(+)-MANDELIC ACID,2.65,3.305644612310037,0.655644612310037
L-Glutamine,7.93,7.271779311892234,0.6582206881077655
L-Threonine,7.71,7.05154169156255,0.6584583084374502
L-Methionine,6.82,6.159872836391197,0.6601271636088031
MYRISTIC ACID,1.29,1.954216978426924,0.6642169784269241
L-Homocitrulline,7.946,7.277529783950147,0.6684702160498528
D-Ribulose 5-phosphate,8.17,8.83970079562189,0.6697007956218908
L-Dihydroorotic acid,7.27,6.5921316403072305,0.677868359692769
L-Cystine,9.07,8.37430337563842,0.695696624361581
Glycerophosphocholine,7.915,7.211793477641396,0.7032065223586041
3-Hydroxy-DL-kynurenine,6.935,6.230626428585383,0.7043735714146164
Indole-3-carboxylic acid,1.699,2.4103010632564756,0.7113010632564756
2-Indolecarboxylic acid,1.688,2.4056235304770657,0.7176235304770657
3-Sulfinoalanine,8.3,7.581828139570442,0.7181718604295586
Retinoic acid,1.3,0.570656405945015,0.7293435940549851
L-Serine,7.99,7.26055121553731,0.72944878446269
N-ACETYLGLYCINE,6.77,5.973987987436633,0.7960120125633665
"D-fructose 1,6-bisphosphate",9.41,10.22395977423373,0.8139597742337301
p-Coumaric acid,2.374,3.20014557629758,0.8261455762975798
THYMIDINE TRIPHOSPHATE,9.33,8.503792113366835,0.8262078866331652
Biotin,3.9,4.737149871131052,0.8371498711310523
cis-Aconitic acid,7.87,7.026823516319508,0.8431764836804918
Malonaldehyde,3.43,4.275449782433874,0.845449782433874
DL-Homoserine,7.753,6.901681722003504,0.8513182779964961
"2,4-DI-TERT-BUTYLPHENOL",1.232,0.37771452462499155,0.8542854753750084
D-(+)-Mannose,6.69,7.598403218286389,0.9084032182863888
Chenodeoxycholic Acid,1.766,0.8521948394755068,0.9138051605244932
D-Fructose,6.877,7.808290504340013,0.931290504340013
D-Lactose,8.178,9.13537967513802,0.9573796751380197
Trehalose,8.25,9.210458595628678,0.960458595628678
Folinic acid,7.946,6.983052419316571,0.9629475806834291
PHENYLACETIC ACID,1.645,2.617513211817156,0.972513211817156
D-(+)-Neopterin,7.28,6.2998453050886285,0.9801546949113717
Tetradecanoylcarnitine,1.71,2.69685571842539,0.9868557184253901
Benzoic acid,1.68,2.669981988627849,0.9899819886278489
L-Norleucine,6.3,5.3070032036124,0.9929967963876001
D-Fructose 6-phosphate,8.475,9.476027034808013,1.001027034808013
BETAINE,6.65,5.620998408322807,1.0290015916771935
L-Arginine,8.7,7.660612220845653,1.039387779154346
Xanthosine,6.83,5.786413450410405,1.0435865495895955
1-Methylguanosine,5.0,6.04413517105799,1.0441351710579898
D-Maltose,8.088,9.13537967513802,1.0473796751380213
Imidazole,2.18,3.2553835912954736,1.0753835912954735
Glutaric acid,6.8,5.718309241682937,1.0816907583170625
2-Aminoisobutyric acid,7.35,6.2541551064789385,1.0958448935210612
Glutarylcarnitine,7.87,6.759419950353939,1.1105800496460612
L-Leucine,6.47,5.353779958664594,1.1162200413354055
D-Sorbitol,6.88,7.999795938083613,1.1197959380836133
N-Formylmethionine,4.7,5.825590817437011,1.1255908174370104
6-Phosphogluconic acid,9.145,10.273244824926415,1.1282448249264156
ISOVALERYL-L-CARNITINE,6.007,4.861938223885964,1.1450617761140354
O-Phosphorylethanolamine,8.41,7.241611882334074,1.168388117665926
"3,4-Dihydroxybenzoic acid",3.08,4.250800443139484,1.170800443139484
L-Alanine,7.59,6.419183458100308,1.1708165418996916
L-Kynurenine,6.392,5.2208540289233145,1.1711459710766858
L-Norleucine,6.491,5.3070032036124,1.1839967963876
D-Mannitol,6.8,7.999795938083613,1.1997959380836134
Acetylcarnitine,7.01,5.807974863784487,1.2020251362155125
PGE2,1.25,2.462485687597019,1.212485687597019
4-Hydroxybenzaldehyde,1.365,2.5816027101177124,1.2166027101177124
L-Glutamic acid,8.35,7.1209725698997,1.2290274301002997
Homoarginine,8.624,7.365915659777494,1.2580843402225064
XYLITOL,6.13,7.391103496209132,1.2611034962091319
DL-Methionine sulfoxide,7.888,6.622460744414122,1.2655392555858782
Glutaconic acid,6.88,5.580673491554694,1.299326508445306
L-Isoleucine,6.62,5.320114702929939,1.2998852970700607
Isoleucine,6.622,5.320114702929939,1.3018852970700605
L-ARABITOL,6.08,7.391103496209132,1.3111034962091317
dTMP,7.672,6.3604303193312255,1.3115696806687742
4-Methoxyphenylacetic acid,1.69,3.0172723689077197,1.3272723689077197
dTMP,7.69,6.3604303193312255,1.329569680668775
ETHANOLAMINE ,6.904,5.565119043630034,1.338880956369966
Pyroglutamic acid,6.877,5.535496286273284,1.3415037137267154
DL-2-Aminoadipic acid,8.2,6.853823016082464,1.3461769839175357
L-2-Aminobutyric acid,7.35,5.990608698047073,1.3593913019529262
L-Valine,7.02,5.648807533297392,1.3711924667026079
L-Valine,7.02,5.648807533297392,1.3711924667026079
Thiamine pyrophosphate,9.05,7.672831907164232,1.3771680928357686
5-HYDROXYMETHYL-2'-DEOXYURIDINE,4.03,5.415449713576448,1.385449713576448
(R)-(+)-2-Pyrrolidone-5-carboxylic acid,6.939,5.535496286273284,1.4035037137267157
Riboflavin,5.8,4.386688379939469,1.4133116200605311
GLYCINE,7.79,6.369925461320082,1.420074538679918
2-Hydroxy-butanoic acid,4.123,5.544744947042419,1.421744947042419
Suberic acid,3.38,4.820477275512908,1.440477275512908
Nitrotyrosine,6.22,4.748909253270837,1.4710907467291632
N2-Acetyl-L-ornithine,7.891,6.418071972599382,1.4729280274006182
GUANINE,6.06,4.574612054049062,1.4853879459509374
Urocanic acid,5.78,4.294035327053857,1.4859646729461433
Phenylpyruvic acid,1.591,3.0869451104880903,1.4959451104880903
D-Xylose,5.5,7.013657230775185,1.513657230775185
MESACONIC ACID,7.28,5.760984176101343,1.5190158238986573
cis-4-Hydroxy-D-proline,7.551,6.010711030717919,1.5402889692820816
trans-4-Hydroxy-L-proline,7.551,6.010711030717919,1.5402889692820816
Hypotaurine,7.52,5.968688323491362,1.5513116765086377
Nε-Acetyl-L-lysine,7.555,6.000269355388893,1.5547306446111069
Creatinine,3.7,5.2739813831037825,1.5739813831037823
β-Alanine,7.723,6.147527377239344,1.575472622760656
"CIS,CIS-MUCONIC ACID",6.875,5.27519520268445,1.5998047973155503
Dimethylglycine,6.98,5.3741493588205635,1.6058506411794369
Picolinic acid,5.34,3.725738215945116,1.614261784054884
Retinaldehyde,1.211,-0.41907669093336786,1.630076690933368
N-ACETYL-L-CYSTEINE,7.975,6.336018584296184,1.6389814157038156
Acetyl-L-tyrosine,5.85,4.185143947428337,1.664856052571663
Dihydrofolic acid,8.0,6.332277436046186,1.6677225639538138
Alpha-N-Phenylacetyl-L-glutamine,6.03,4.335932612520075,1.694067387479925
2-HYDROXYPHENYLACETIC ACID,1.763,3.457078373275459,1.6940783732754592
Sarcosine,7.51,5.806045618017214,1.7039543819827854
Pyrrole-2-carboxylic acid,2.432,4.139258814651196,1.7072588146511962
Homovanillic acid,2.1,3.830079277231916,1.730079277231916
4-NITROPHENYL FORMATE,1.51,3.244096422600251,1.734096422600251
L-Carnitine,7.6,5.865811060033635,1.7341889399663648
Glyceraldehyde,4.03,5.769112706077875,1.7391127060778748
L-CARNITINE ,7.619,5.865811060033635,1.753188939966365
Phenylglyoxylic acid,1.622,3.384934086613884,1.7629340866138838
Uridine,3.8,5.566016383630975,1.7660163836309755
Uracil,2.28,4.077316166829139,1.7973161668291389
Caffeine,1.46,3.272313846201816,1.8123138462018162
NADPH,9.186,11.00121053090592,1.8152105309059205
TETRAHYDROBIOPTERIN,8.33,6.5130761858679715,1.8169238141320285
4-Hydroxybenzoic acid,1.883,3.702396514068991,1.8193965140689912
Orotic acid,7.172,5.348409991341141,1.8235900086588588
2'-Deoxyadenosine,3.177,5.006435001720254,1.8294350017202539
4-Hydroxy-3-methylbenzoic acid,1.67,3.504190044366422,1.834190044366422
Theobromine,1.686,3.53219554486066,1.84619554486066
Paraxanthine,1.68,3.549582121175794,1.869582121175794
Phthalate,2.125,4.021188107306696,1.8961881073066964
2-AMINOPYRIDINE,1.633,3.5342364667243427,1.9012364667243427
Thiamine,6.96,5.02280587249297,1.9371941275070297
L-Proline,7.07,5.113636016824425,1.9563639831755752
3-Hydroxyphenylacetic acid,1.605,3.5661685031523866,1.9611685031523867
MEDRONIC ACID,9.11,7.143922045643879,1.9660779543561206
"2,3-Pyridinedicarboxylic acid",6.83,4.859246792827401,1.9707532071725993
α-Hydroxyisobutyric acid,3.85,5.833203545917562,1.9832035459175619
Vanillic acid,2.0,3.987583097960221,1.9875830979602211
Triphenyl phosphate,1.21,-0.7803118921794194,1.9903118921794194
Theophylline,1.655,3.6510493948273774,1.9960493948273774
N-Acetylputrescine,6.788,4.7816748759669885,2.0063251240330118
Methylsuccinic acid,3.95,5.962654810652826,2.012654810652826
CAPRYLIC ACID,1.374,3.403621279681653,2.029621279681653
Folic acid,7.906,5.875215471503564,2.0307845284964356
Cyclohexaneacetic acid,1.454,3.4943944496158577,2.0403944496158575
Adenosine,3.94,6.000811352037773,2.060811352037773
5-Aminopentanoic acid,7.589,5.526499269457467,2.062500730542533
Putrescine,3.177,5.275992483643516,2.098992483643516
"3,4-PYRIDINEDICARBOXYLIC ACID",6.83,4.723579984581285,2.106420015418715
N-GLYCYL-L-PROLINE,8.15,6.03633182349342,2.1136681765065806
NIACINAMIDE,1.71,3.8264983520998666,2.1164983520998666
3-Isopropylmalate,4.545,6.6714890281143715,2.1264890281143716
CHOLESTERYL SULFATE,1.228,-0.8998384389684473,2.127838438968447
L-Lysine,8.76,6.610311570658122,2.149688429341878
NICOTINIC ACID,5.96,3.8059702908588107,2.1540297091411893
L-Cysteine,9.06,6.901692387618242,2.1583076123817584
Nicotinuric acid,6.76,4.595343733138566,2.164656266861434
Trimethylamine N-oxide,7.25,5.073562707123689,2.1764372928763107
Fumaric acid,8.1,5.915280583986183,2.1847194160138166
Azelaic acid,2.325,4.5198718868139,2.1948718868138997
2-hydroxy-3-methyl-butyric acid,3.06,5.255824943118235,2.1958249431182346
Agmatine,8.473,6.272910411750097,2.200089588249904
Phenylbutazone,1.24,-0.9642692424126533,2.2042692424126535
O-Phospho-DL-Tyrosine,8.74,6.481796195304226,2.258203804695774
DL-pipecolic acid,7.17,4.871425092675883,2.2985749073241166
β-Hydroxyisovaleric acid,3.02,5.3520075220223315,2.3320075220223315
N6-Methyladenosine,2.89,5.239680884611532,2.3496808846115322
Dopamine,6.25,3.895310564875153,2.354689435124847
Anthranilic acid,1.61,3.9711491370692733,2.3611491370692734
L-Tyrosine,7.08,4.7017805643040855,2.3782194356959145
DIACETYL,6.628,4.242607808147978,2.385392191852022
1-Methyladenosine,2.89,5.277728870042912,2.387728870042912
Carnosine,8.69,6.301380975253091,2.388619024746909
1-Methylnicotinamide,6.542,4.1362353947415755,2.4057646052584243
5-Methyl-THF,8.83,6.410892913486662,2.419107086513338
Xanthurenic acid,6.013,3.5732747820699444,2.4397252179300555
L-Phenylalanine,6.2,3.7398401069984266,2.4601598930015736
L-Histidine,8.25,5.78426434512942,2.4657356548705804
ISOVALERIC ACID,1.87,4.344341807066639,2.474341807066639
Methyl ALPHA-D-glucopyranoside,4.5,6.999426751659398,2.4994267516593984
Isocaproic acid,1.432,3.933750738159573,2.501750738159573
2-PENTENOIC ACID,1.66,4.1932250289234405,2.5332250289234404
6-METHYL-DL-TRYPTOPHAN,6.02,3.4744206099466037,2.545579390053396
D-Threitol,4.2,6.745969752604232,2.5459697526042318
4-PENTENOIC ACID,1.66,4.210479835697168,2.5504798356971676
(-)-Epinephrine,6.518,3.9447884338119374,2.5732115661880623
Valeric acid,1.56,4.165487177190344,2.605487177190344
5-Hydroxy-L-tryptophan,7.0,4.3832934461480715,2.6167065538519285
Xanthine,6.83,4.205233407833003,2.6247665921669974
"2,3-Dihydroxybenzoic acid",1.77,4.426840037397491,2.6568400373974908
4-HYDROXY-3-NITROPHENYLACETIC ACID,1.7,4.359321634505777,2.659321634505777
2-Ketobutyrate,2.862,5.5503683386750975,2.6883683386750974
Kynurenic acid,5.31,2.608563178697355,2.7014368213026447
Tiglic acid,1.53,4.269357353345942,2.739357353345942
Imidazoleacetic acid,7.41,4.631280609817324,2.778719390182676
Imidazoleacetic acid,7.41,4.631280609817324,2.778719390182676
4-Trimethylammoniobutanoic acid,7.809,5.002621820971127,2.806378179028873
Trigonelline,6.85,4.0402782021463235,2.809721797853676
Succinic semialdehyde,2.4,5.215873874284096,2.815873874284096
1-Methyl-5-imidazoleacetic acid,7.06,4.221654531274664,2.8383454687253353
Terephthalic acid,6.85,3.9952094330680366,2.854790566931963
Pyridoxamine,7.42,4.539519903249924,2.880480096750076
L-Anserine,8.67,5.770441482402543,2.899558517597457
L-Tryptophan,6.48,3.5560167877451816,2.923983212254819
PROPIONIC ACID,1.88,4.830206029787977,2.950206029787977
3-Hydroxyanthranilic acid,2.0,4.950717731588769,2.950717731588769
1-Methylhistamine,6.85,3.8879114191865627,2.962088580813437
Ketovaleric acid,2.08,5.045065664609283,2.9650656646092832
D-Ribose,4.04,7.013657230775185,2.973657230775185
N-Isovalerylglycine methyl ester,1.327,4.335903052467166,3.008903052467166
3-Methyl-2-oxovaleric acid,1.674,4.836199628615263,3.1621996286152627
3-METHYL-L-HISTIDINE,8.465,5.295139082382618,3.169860917617382
Methylmalonic acid,3.096,6.415695587156442,3.319695587156442
Putrescine,8.646,5.275992483643516,3.370007516356485
Normetanephrine,7.587,4.137973024967591,3.4490269750324085
Cadaverine,8.53,4.985938599097749,3.54406140090225
"3,3-Dimethylglutaric acid",1.665,5.214689330264816,3.5496893302648163
5'-Methylthioadenosine,1.708,5.259569332897752,3.551569332897752
Urea,2.6,6.279719941770026,3.6797199417700255
Ethylmalonic acid,2.326,6.0675242108008245,3.7415242108008244
D-Erythrose,2.5,6.408925558987414,3.9089255589874137
2-Isopropylmalic acid,2.42,6.406020998144298,3.9860209981442978
2-Isopropylmalic acid,2.42,6.406020998144298,3.9860209981442978
Glycocholic acid,6.4,2.4102609017111276,3.9897390982888727
Citraconic acid,1.72,5.760984176101343,4.040984176101343
Deisopropyldeethylatrazine,1.657,6.1612648489460105,4.50426484894601
Phosphocholine,1.348,6.443603543752846,5.095603543752846
