NAME,Experimental RT,Predicted RT,mae
GUANINE,6.06,5.799550781436867,0.2604492185631324
Cytidine,6.2,6.461351001470875,0.2613510014708744
L-Asparagine,8.05,8.316704685133981,0.2667046851339805
3-methyl-adipic acid,5.124,5.397944678331102,0.2739446783311026
Dihydrofolic acid,8.0,7.719415492894008,0.28058450710599203
L-Cystine,9.07,8.758322969025306,0.31167703097469435
HEPTADECANOIC ACID,1.261,0.9457875305161885,0.31521246948381143
4-Hydroxy-3-methylbenzoic acid,1.67,1.9887572269312335,0.31875722693123354
Retinoic acid,1.3,0.9792611895855732,0.32073881041442687
CYTOSINE,5.129,5.45405767605291,0.3250576760529107
D-Maltose,8.088,7.760927446951899,0.3270725530481
3-Hydroxy-3-methylglutaric acid,6.733,6.393170053291284,0.3398299467087158
p-Coumaric acid,2.374,2.0340558348148696,0.3399441651851305
D-Galactonic acid,8.26,7.902597610152401,0.3574023898475991
Trehalose,8.25,7.889706056112482,0.3602939438875179
Spaglumic Acid,8.232,8.59454537649372,0.36254537649372054
D-Sorbitol,6.88,7.246059253200734,0.36605925320073407
L-(+)-MANDELIC ACID,2.65,3.020330542342707,0.37033054234270724
Oleamide,1.25,1.6273587791694561,0.37735877916945615
S-Methyl-L-cysteine,7.02,6.632967254683327,0.38703274531667287
Meclofenamic acid,1.38,0.9819514572124071,0.39804854278759283
D-Glucosamine,8.247,7.831450974225186,0.4155490257748138
D-Lactose,8.178,7.760927446951899,0.41707255304810165
L-Norleucine,6.3,5.880855174394109,0.4191448256058905
3-Indolebutyric acid,1.432,1.8603012137091457,0.42830121370914576
Hypoxanthine,3.745,4.175936884740347,0.43093688474034675
3-Ureidopropionic acid,6.835,7.277022920916304,0.4420229209163038
D-Mannitol,6.8,7.246059253200734,0.44605925320073414
Threonate,7.36,6.908453585965826,0.4515464140341745
MYRISTIC ACID,1.29,1.7454978105087586,0.4554978105087586
L-Threonine,7.71,7.244498192007486,0.4655018079925144
"2,3-Diphospho-D-Glyceric Acid",9.53,9.042806818234546,0.4871931817654538
L-Methionine,6.82,6.323729161231682,0.4962708387683179
L-Dihydroorotic acid,7.27,6.756714785689054,0.5132852143109456
GLUCONIC ACID,8.42,7.902597610152401,0.5174023898475992
L-Serine,7.99,7.462008369044392,0.5279916309556079
L-Leucine,6.47,5.925858568760387,0.5441414312396127
"3,4-Dihydroxybenzoic acid",3.08,2.5353794782944865,0.5446205217055136
meso-Tartaric acid,8.38,7.8353567918092315,0.5446432081907693
Cysteine-S-sulfate,7.372,7.918486986812921,0.546486986812921
4-Hydroxybenzoic acid,1.883,2.435963301395554,0.5529633013955539
DL-Homoserine,7.753,7.1957746587016755,0.5572253412983246
Pseudouridine,6.32,5.743674490207854,0.576325509792146
Stearic acid,1.255,0.6784191487315754,0.5765808512684245
Chenodeoxycholic Acid,1.766,2.345763481276972,0.5797634812769719
L-Homocitrulline,7.946,8.538964914642685,0.5929649146426854
L-Norleucine,6.491,5.880855174394109,0.6101448256058903
Homovanillic acid,2.1,2.711611987124267,0.6116119871242671
2-Indolecarboxylic acid,1.688,2.2997341070724278,0.6117341070724278
3-Sulfinoalanine,8.3,7.682964301802889,0.6170356981971121
L-Xylonate,7.97,7.344884630474073,0.6251153695259264
CHOLESTERYL SULFATE,1.228,0.6002760686827706,0.6277239313172294
L-Citrulline,8.093,8.724730656791554,0.6317306567915537
Tetracaine,1.675,2.3122013686552534,0.6372013686552533
3-Hydroxy-DL-kynurenine,6.935,6.27733092616711,0.6576690738328894
D-(+)-Neopterin,7.28,6.6104087618861085,0.6695912381138918
Vanillic acid,2.0,2.6774445228632073,0.6774445228632073
XYLITOL,6.13,6.809593754829125,0.6795937548291251
Melatonin,1.391,2.075814211924081,0.6848142119240812
Isocitrate,8.736,8.045719684424455,0.6902803155755457
Biopterin,6.158,6.856660774839055,0.6986607748390545
ETHANOLAMINE ,6.904,6.204571936230192,0.6994280637698083
Indole-3-carboxylic acid,1.699,2.4009743345862247,0.7019743345862246
Tartaric acid,8.551,7.8353567918092315,0.7156432081907687
Benzoic acid,1.68,2.40357833449651,0.7235783344965101
L-ARABITOL,6.08,6.809593754829125,0.7295937548291249
D-GLUCOSE 6-PHOSPHATE,8.87,8.134163025984176,0.7358369740158235
alpha-D-Glucose-1-phosphate,8.62,7.872334784830174,0.7476652151698255
Methylguanidine,5.85,6.604742059728665,0.7547420597286649
L-Glutamic acid,8.35,7.575243459270867,0.7747565407291326
Myo-Inositol,8.165,7.381777386950237,0.7832226130497624
7-Methylguanine,4.25,5.0356387125220134,0.7856387125220134
DL-2-Aminoadipic acid,8.2,7.411880545683395,0.7881194543166039
Glycolic acid,6.78,5.9883109267372605,0.7916890732627397
L-Isoleucine,6.62,5.817153025427913,0.8028469745720868
Isoleucine,6.622,5.817153025427913,0.8048469745720865
D-Glycerate 2-phosphate,8.665,7.859217096333548,0.8057829036664508
2-HYDROXYPHENYLACETIC ACID,1.763,2.574108766599092,0.8111087665990921
N-Acetyl-L-alanine,6.41,5.582822912619559,0.8271770873804414
N-Formylmethionine,4.7,5.531414174707511,0.8314141747075112
N2-Acetyl-L-ornithine,7.891,7.052955395756159,0.8380446042438408
ISOVALERYL-L-CARNITINE,6.007,5.168283087402312,0.8387169125976879
PHENYLACETIC ACID,1.645,2.491854113612101,0.8468541136121011
D-Glycerate 3-phosphate,8.665,7.8166003974243505,0.8483996025756486
NONADECANOIC ACID,1.26,0.40746999783207904,0.852530002167921
O-Phosphorylethanolamine,8.41,7.550132927886324,0.8598670721136763
Malonaldehyde,3.43,4.293300216426102,0.8633002164261021
D-Xylose,5.5,6.371762617673032,0.8717626176730322
2-Aminoisobutyric acid,7.35,6.45715139304192,0.8928486069580792
Agmatine,8.473,7.571805807262962,0.901194192737039
N-ACETYLGLYCINE,6.77,5.85534368690993,0.9146563130900693
Nε-Acetyl-L-lysine,7.555,6.630840116407737,0.9241598835922629
4-Methoxyphenylacetic acid,1.69,2.6184749928761724,0.9284749928761724
Cotinine,1.67,2.5989617501234323,0.9289617501234324
L-Alanine,7.59,6.659504022919917,0.9304959770800831
4-NITROPHENYL FORMATE,1.51,2.4405556379920457,0.9305556379920457
Aminoacetone,4.63,5.5622000589519605,0.9322000589519606
L-2-Aminobutyric acid,7.35,6.412069574490696,0.9379304255093039
cis-Aconitic acid,7.87,6.929346174186594,0.9406538258134063
L-Valine,7.02,6.076617660838081,0.9433823391619187
L-Valine,7.02,6.076617660838081,0.9433823391619187
"2,3-Dihydroxybenzoic acid",1.77,2.7242133200701577,0.9542133200701577
Inosine,5.609,4.638278064083596,0.9707219359164041
D-GLUCURONIC ACID,8.4,7.428613128296099,0.9713868717039009
Argininosuccinic acid,9.138,10.11567231706418,0.9776723170641795
3-Hydroxyphenylacetic acid,1.605,2.585172487223304,0.980172487223304
Tetradecanoylcarnitine,1.71,2.708284732799895,0.9982847327998949
Retinaldehyde,1.211,0.19911422571675086,1.0118857742832492
Glutaric acid,6.8,5.7856627191076715,1.0143372808923283
DL-Methionine sulfoxide,7.888,6.864190602781317,1.0238093972186828
TETRAHYDROBIOPTERIN,8.33,7.302344995700137,1.027655004299863
Hypotaurine,7.52,6.487385710061108,1.0326142899388913
Folic acid,7.906,6.870262864860978,1.0357371351390219
Pyroglutamic acid,6.877,5.834013828934483,1.0429861710655164
L-Lysine,8.76,7.702892799557142,1.057107200442858
Glycerophosphocholine,7.915,6.8578379460434,1.0571620539566
Glutarylcarnitine,7.87,6.775568544422805,1.0944314555771948
BETAINE,6.65,5.548406457774521,1.101593542225479
5-Methyl-THF,8.83,7.72517114243447,1.10482885756553
(R)-(+)-2-Pyrrolidone-5-carboxylic acid,6.939,5.834013828934483,1.1049861710655167
GLYCINE,7.79,6.684711831110226,1.105288168889774
β-Alanine,7.723,6.595962708922004,1.127037291077996
"2,4-DI-TERT-BUTYLPHENOL",1.232,0.1049499900786337,1.1270500099213663
Thymol,1.37,0.19604420314972604,1.173955796850274
Acetylcarnitine,7.01,5.835329395321716,1.1746706046782842
Xanthosine,6.83,5.6538933003964535,1.1761066996035465
Alpha-N-Phenylacetyl-L-glutamine,6.03,4.841005354131779,1.1889946458682212
2-Hydroxy-butanoic acid,4.123,5.316690076711226,1.193690076711226
Pregnenolone sulfate,1.346,2.5708726218263367,1.2248726218263366
Vanillylmandelic acid,4.35,3.1084484672221655,1.2415515327778341
Imidazole,2.18,3.424011766913053,1.244011766913053
cis-4-Hydroxy-D-proline,7.551,6.2961517071806075,1.2548482928193927
trans-4-Hydroxy-L-proline,7.551,6.2961517071806075,1.2548482928193927
N-GLYCYL-L-PROLINE,8.15,6.8839867182430226,1.2660132817569778
Phthalate,2.125,3.407551264538866,1.2825512645388661
Phenylpyruvic acid,1.591,2.885631281326784,1.2946312813267842
N-Acetylputrescine,6.788,5.484661320582721,1.303338679417279
UBIQUINOL,1.33,-0.045869706728193904,1.375869706728194
Glyceraldehyde,4.03,5.428317543783087,1.3983175437830866
Cholic acid,1.634,3.0490259397785167,1.4150259397785168
1-Methylguanosine,5.0,6.434295386630843,1.4342953866308434
Glutaconic acid,6.88,5.437707339229586,1.4422926607704136
5-Aminopentanoic acid,7.589,6.14543421992807,1.4435657800719301
Phenylglyoxylic acid,1.622,3.071049833648909,1.4490498336489088
Pyrrole-2-carboxylic acid,2.432,3.8935705303938466,1.4615705303938467
5-HYDROXYMETHYL-2'-DEOXYURIDINE,4.03,5.499916126578169,1.4699161265781688
Biotin,3.9,5.3838492696442515,1.4838492696442516
Hydrocortisone,1.461,2.946750043621956,1.485750043621956
Urocanic acid,5.78,4.293946771007359,1.486053228992641
Hydrocortisone,1.425,2.946750043621956,1.521750043621956
1-Methylnicotinamide,6.542,5.019481211134604,1.522518788865396
ADMA,8.39,9.948061249839132,1.558061249839131
Carnosine,8.69,7.128360308036902,1.561639691963098
Thiamine pyrophosphate,9.05,7.488062846411562,1.5619371535884383
NADPH,9.186,10.772127867882935,1.5861278678829347
Uridine,3.8,5.394939435795083,1.5949394357950828
Suberic acid,3.38,4.995611293989249,1.6156112939892493
Phenylbutazone,1.24,-0.39630868190005764,1.6363086819000576
α-Hydroxyisobutyric acid,3.85,5.4955526448941585,1.6455526448941584
4-HYDROXY-3-NITROPHENYLACETIC ACID,1.7,3.3488425647316635,1.6488425647316636
PGE2,1.25,2.9022149490608675,1.6522149490608675
THYMIDINE TRIPHOSPHATE,9.33,7.656975134950047,1.6730248650499533
MESACONIC ACID,7.28,5.582669802730462,1.6973301972695385
Dimethylglycine,6.98,5.279819055016471,1.7001809449835292
L-Proline,7.07,5.356850334476166,1.7131496655238339
Caffeine,1.46,3.199335529887172,1.739335529887172
MEDRONIC ACID,9.11,7.368734753585553,1.7412652464144465
Theobromine,1.686,3.4428742792004847,1.7568742792004848
Sarcosine,7.51,5.750392063524522,1.7596079364754775
"CIS,CIS-MUCONIC ACID",6.875,5.098302467978933,1.7766975320210667
L-Carnitine,7.6,5.800432206976091,1.7995677930239085
3-Isopropylmalate,4.545,6.352823331705856,1.8078233317058556
L-CARNITINE ,7.619,5.800432206976091,1.8185677930239086
L-Histidine,8.25,6.42351931715519,1.8264806828448101
dTMP,7.672,5.8413724486631065,1.8306275513368933
Thiamine,6.96,5.11220048685533,1.84779951314467
dTMP,7.69,5.8413724486631065,1.848627551336894
Methyl ALPHA-D-glucopyranoside,4.5,6.37021073381613,1.8702107338161298
1-Methyladenosine,2.89,4.7688621801476705,1.8788621801476704
Xanthine,6.83,4.874431811313292,1.9555681886867085
Orotic acid,7.172,5.208786272550186,1.9632137274498138
N-ACETYL-L-CYSTEINE,7.975,5.997489295073675,1.977510704926325
Methylsuccinic acid,3.95,5.9430839172987255,1.9930839172987254
Picolinic acid,5.34,3.3254440577935247,2.014555942206475
DL-pipecolic acid,7.17,5.145968244142977,2.024031755857023
2-hydroxy-3-methyl-butyric acid,3.06,5.094324595019583,2.034324595019583
L-Phenylalanine,6.2,4.1611612113949805,2.0388387886050197
β-Hydroxyisovaleric acid,3.02,5.066511828484659,2.046511828484659
L-Cysteine,9.06,6.997858815481276,2.0621411845187243
CAPRYLIC ACID,1.374,3.4529161963285246,2.0789161963285245
Putrescine,8.646,6.540938458734101,2.1050615412658997
D-Threitol,4.2,6.332251472887661,2.1322514728876607
Uracil,2.28,4.440646493482698,2.1606464934826985
6-METHYL-DL-TRYPTOPHAN,6.02,3.8442952065680713,2.1757047934319282
L-Tryptophan,6.48,4.297083476066703,2.1829165239332973
Paraxanthine,1.68,3.8714993021549295,2.19149930215493
Nicotinuric acid,6.76,4.568206055990815,2.191793944009185
Fumaric acid,8.1,5.8600377904188115,2.239962209581188
Theophylline,1.655,3.89974503971046,2.24474503971046
N6-Methyladenosine,2.89,5.20034335869371,2.3103433586937094
Cadaverine,8.53,6.215670316978555,2.3143296830214446
Adenosine,3.94,6.269040798827066,2.3290407988270663
D-Ribose,4.04,6.371762617673032,2.331762617673032
3-Hydroxyanthranilic acid,2.0,4.338501153714485,2.3385011537144846
Creatinine,3.7,6.045758464567459,2.345758464567459
2-Ketobutyrate,2.862,5.228561291736041,2.3665612917360406
Azelaic acid,2.325,4.695117991368157,2.370117991368157
DIACETYL,6.628,4.254272114569748,2.3737278854302524
"3,4-PYRIDINEDICARBOXYLIC ACID",6.83,4.41759825443443,2.41240174556557
2-PENTENOIC ACID,1.66,4.073904393231567,2.413904393231567
Cyclohexaneacetic acid,1.454,3.8743389652910145,2.4203389652910143
Glycocholic acid,6.4,3.9788429064712334,2.421157093528767
2-AMINOPYRIDINE,1.633,4.05489189886938,2.4218918988693803
"2,3-Pyridinedicarboxylic acid",6.83,4.386307995258124,2.4436920047418758
L-Anserine,8.67,6.206985408307813,2.463014591692187
4-Trimethylammoniobutanoic acid,7.809,5.333679866691279,2.4753201333087214
ISOVALERIC ACID,1.87,4.351620291325732,2.481620291325732
NICOTINIC ACID,5.96,3.470412824055645,2.489587175944355
1-Methylhistamine,6.85,4.3488918125386835,2.501108187461316
Trimethylamine N-oxide,7.25,4.737292990636548,2.512707009363452
Riboflavin,5.8,3.2768816128680625,2.5231183871319374
Nitrotyrosine,6.22,3.6588994283860017,2.561100571613998
4-PENTENOIC ACID,1.66,4.2295794432132645,2.5695794432132644
2'-Deoxyadenosine,3.177,5.752992451033753,2.5759924510337533
Acetyl-L-tyrosine,5.85,3.224881220994147,2.6251187790058528
Isocaproic acid,1.432,4.057670525908168,2.6256705259081676
Anthranilic acid,1.61,4.238352437838694,2.6283524378386938
Tiglic acid,1.53,4.167862967696121,2.6378629676961207
Kynurenic acid,5.31,2.6420128947312564,2.667987105268743
O-Phospho-DL-Tyrosine,8.74,6.06068034577772,2.6793196542222804
Valeric acid,1.56,4.243810430007448,2.683810430007448
NIACINAMIDE,1.71,4.396240849160712,2.686240849160712
Succinic semialdehyde,2.4,5.104558967405444,2.7045589674054438
5-Hydroxy-L-tryptophan,7.0,4.17244277210635,2.8275572278936503
Imidazoleacetic acid,7.41,4.565875627021454,2.8441243729785457
Imidazoleacetic acid,7.41,4.565875627021454,2.8441243729785457
PROPIONIC ACID,1.88,4.730104601067181,2.850104601067181
L-Tyrosine,7.08,4.177846012578279,2.9021539874217215
Ketovaleric acid,2.08,4.991757187373112,2.9117571873731123
3-METHYL-L-HISTIDINE,8.465,5.542530184223711,2.9224698157762887
Pyridoxamine,7.42,4.3870105024136405,3.0329894975863594
1-Methyl-5-imidazoleacetic acid,7.06,3.9336460066353243,3.1263539933646753
3-Methyl-2-oxovaleric acid,1.674,4.853374055794529,3.1793740557945287
N-Isovalerylglycine methyl ester,1.327,4.531686996952032,3.2046869969520317
Dopamine,6.25,3.0393057097241085,3.2106942902758915
Methylmalonic acid,3.096,6.440540440653508,3.3445404406535078
Putrescine,3.177,6.540938458734101,3.363938458734101
D-Erythrose,2.5,5.923761335493811,3.4237613354938112
Terephthalic acid,6.85,3.4200588138604973,3.4299411861395024
Xanthurenic acid,6.013,2.551687903421097,3.461312096578903
Triphenyl phosphate,1.21,-2.2710153269060367,3.4810153269060367
Trigonelline,6.85,3.3057383453863443,3.5442616546136554
"3,3-Dimethylglutaric acid",1.665,5.2754190978472515,3.6104190978472515
2-Isopropylmalic acid,2.42,6.129571608814112,3.7095716088141124
2-Isopropylmalic acid,2.42,6.129571608814112,3.7095716088141124
Ethylmalonic acid,2.326,6.0523812393912095,3.7263812393912095
Citraconic acid,1.72,5.582669802730462,3.862669802730462
5'-Methylthioadenosine,1.708,5.596778020604203,3.888778020604203
(-)-Epinephrine,6.518,2.481377109461964,4.036622890538036
Normetanephrine,7.587,3.480354109040013,4.106645890959987
Urea,2.6,7.28569235515647,4.685692355156469
Phosphocholine,1.348,6.348152602749002,5.000152602749002
Deisopropyldeethylatrazine,1.657,6.974879564673447,5.317879564673447
