NAME,Experimental RT,Predicted RT,mae
3-Hydroxy-3-methylglutaric acid,6.733,6.895225000000001,0.16222500000000117
GLUCONIC ACID,8.42,8.25680833333333,0.16319166666666973
L-Proline,7.07,6.904974999999996,0.16502500000000442
D-Ribulose 5-phosphate,8.17,8.337875,0.16787500000000044
Inosine,5.609,5.440775,0.16822499999999962
L-ARABITOL,6.08,6.251075000000002,0.17107500000000186
6-Phosphogluconic acid,9.145,8.962949999999998,0.18205000000000204
cis-4-Hydroxy-D-proline,7.551,7.368149999999995,0.1828500000000055
trans-4-Hydroxy-L-proline,7.551,7.368149999999995,0.1828500000000055
MEDRONIC ACID,9.11,8.926525000000007,0.1834749999999925
Homoarginine,8.624,8.440224999999998,0.18377500000000246
Dopamine,6.25,6.063787499999999,0.18621250000000078
L-(+)-MANDELIC ACID,2.65,2.840675000000001,0.19067500000000104
DL-Homoserine,7.753,7.952124999999998,0.19912499999999778
Myo-Inositol,8.165,7.962841666666665,0.2021583333333341
Citric acid,7.9,8.105224999999999,0.20522499999999866
L-Valine,7.02,6.814300000000001,0.20569999999999844
L-Valine,7.02,6.814300000000001,0.20569999999999844
D-Fructose,6.877,7.091375000000004,0.21437500000000398
N-Acetyl-L-alanine,6.41,6.189574999999998,0.2204250000000023
Indole-3-carboxylic acid,1.699,1.9205249999999991,0.22152499999999908
Urocanic acid,5.78,6.002808333333333,0.22280833333333305
D-GLUCOSE 6-PHOSPHATE,8.87,8.644875000000003,0.2251249999999967
Carnosine,8.69,8.464274999999997,0.2257250000000024
α-Hydroxyisobutyric acid,3.85,4.085308333333331,0.235308333333331
Meclofenamic acid,1.38,1.6154500000000005,0.2354500000000006
3-Ureidopropionic acid,6.835,7.075474999999999,0.2404749999999991
ADMA,8.39,8.145174999999998,0.2448250000000023
L-Serine,7.99,7.7417083333333325,0.2482916666666677
L-Arginine,8.7,8.448849999999997,0.25115000000000265
Pseudouridine,6.32,6.060499999999999,0.25950000000000095
1-Methylnicotinamide,6.542,6.2787250000000006,0.26327499999999926
Guanosine,6.65,6.385075000000002,0.2649249999999981
Biopterin,6.158,6.424074999999997,0.2660749999999963
Tiglic acid,1.53,1.7962250000000002,0.26622500000000016
ISOVALERYL-L-CARNITINE,6.007,5.7331020833333355,0.2738979166666642
Acetylcarnitine,7.01,6.73454375,0.2754562499999995
Phenylglyoxylic acid,1.622,1.9060750000000002,0.2840750000000001
cis-Aconitic acid,7.87,7.581700000000002,0.2882999999999978
7-Methylguanine,4.25,3.960225000000001,0.2897749999999988
L-Tyrosine,7.08,6.788724999999998,0.2912750000000024
L-Lysine,8.76,8.461243749999998,0.29875625000000205
Argininosuccinic acid,9.138,8.839199999999998,0.29880000000000173
Orotic acid,7.172,6.871249999999999,0.30075000000000074
1-Methylguanosine,5.0,5.3062249999999995,0.3062249999999995
p-Coumaric acid,2.374,2.063475,0.31052500000000016
N-Formylmethionine,4.7,5.018724999999998,0.3187249999999979
L-Kynurenine,6.392,6.731299999999999,0.3392999999999988
S-Methyl-L-cysteine,7.02,7.359799999999998,0.33979999999999855
3-Indolebutyric acid,1.432,1.7728250000000003,0.3408250000000004
Cysteine-S-sulfate,7.372,7.7141,0.3421000000000003
dTMP,7.672,7.325425,0.34657499999999963
4-Hydroxybenzoic acid,1.883,2.2300999999999997,0.34709999999999974
2-Methylglutaric acid,5.846,5.495716666666668,0.3502833333333317
Nα-Acetyl-L-arginine,7.74,8.0906,0.3506
2-Furoic acid,3.8,3.4485249999999987,0.3514750000000011
2-Hydroxy-butanoic acid,4.123,4.4793249999999984,0.3563249999999982
Riboflavin,5.8,5.439104166666665,0.36089583333333497
dTMP,7.69,7.325425,0.3645750000000003
CHOLESTERYL SULFATE,1.228,1.5965250000000009,0.3685250000000009
Spaglumic Acid,8.232,7.859074999999999,0.3729250000000004
4-Hydroxybenzaldehyde,1.365,1.7431750000000001,0.37817500000000015
Melatonin,1.391,1.77385,0.3828499999999999
N-GLYCYL-L-PROLINE,8.15,7.765325,0.38467500000000054
Nitrotyrosine,6.22,5.8283249999999995,0.3916750000000002
Vanillic acid,2.0,2.402875,0.40287499999999987
"CIS,CIS-MUCONIC ACID",6.875,6.4700999999999995,0.4049000000000005
Glutaconic acid,6.88,6.472274999999999,0.407725000000001
NADPH,9.186,8.777824999999996,0.4081750000000035
Citramalic acid,6.747,7.163475000000004,0.4164750000000037
Triphenyl phosphate,1.21,1.6400250000000003,0.4300250000000003
GUANINE,6.06,5.619550000000002,0.44044999999999757
Threonate,7.36,6.911850000000004,0.4481499999999965
"3,4-PYRIDINEDICARBOXYLIC ACID",6.83,6.378041666666668,0.4519583333333319
Methylsuccinic acid,3.95,4.426349999999999,0.47634999999999916
Biotin,3.9,4.379287500000001,0.4792875000000012
Hydrocortisone,1.461,1.9462899999999994,0.48528999999999933
Hypoxanthine,3.745,4.242675000000002,0.49767500000000187
Caffeine,1.46,1.9636249999999993,0.5036249999999993
N6-Methyladenosine,2.89,3.403574999999999,0.513574999999999
Xanthosine,6.83,6.311041666666671,0.5189583333333294
Hydrocortisone,1.425,1.9462899999999994,0.5212899999999994
3-Sulfinoalanine,8.3,7.763850000000002,0.5361499999999984
"D-fructose 1,6-bisphosphate",9.41,8.873274999999998,0.5367250000000023
Uracil,2.28,2.8306000000000004,0.5506000000000006
O-Phospho-DL-Tyrosine,8.74,8.183975000000002,0.5560249999999982
Glutaric acid,6.8,6.242116666666668,0.557883333333332
3-METHYL-L-HISTIDINE,8.465,7.9008749999999965,0.5641250000000033
Cystathionine,8.73,8.1581875,0.5718125000000001
3-Methyl-2-oxovaleric acid,1.674,2.2648750000000013,0.5908750000000014
Azelaic acid,2.325,2.9251750000000003,0.6001750000000001
4-HYDROXY-3-NITROPHENYLACETIC ACID,1.7,2.3007000000000017,0.6007000000000018
3-Hydroxy-DL-kynurenine,6.935,7.5375,0.6025
Creatinine,3.7,4.312124999999999,0.6121249999999989
N-ACETYL-L-CYSTEINE,7.975,7.362775000000001,0.6122249999999987
3-Isopropylmalate,4.545,5.175099999999999,0.6300999999999988
5-Methyl-THF,8.83,8.198275,0.6317249999999994
2-Aminoisobutyric acid,7.35,6.713374999999999,0.6366250000000004
"2,3-Pyridinedicarboxylic acid",6.83,6.1860500000000025,0.6439499999999976
L-Cysteine,9.06,8.4127,0.6473000000000013
Vanillylmandelic acid,4.35,5.009008333333331,0.6590083333333316
Xanthurenic acid,6.013,5.349975000000002,0.6630249999999975
DL-pipecolic acid,7.17,6.5008687499999995,0.6691312500000004
3-methyl-adipic acid,5.124,4.451824999999998,0.672175000000002
Pregnenolone sulfate,1.346,2.0219499999999995,0.6759499999999994
1-Methyladenosine,2.89,3.566724999999998,0.676724999999998
Methyl ALPHA-D-glucopyranoside,4.5,5.1809625,0.6809624999999997
5-Aminopentanoic acid,7.589,6.879553750000001,0.7094462499999992
4-NITROPHENYL FORMATE,1.51,2.2217000000000007,0.7117000000000007
THYMIDINE TRIPHOSPHATE,9.33,8.608425,0.7215749999999996
PGE2,1.25,1.9726249999999996,0.7226249999999996
3-AMINO-9-ETHYLCARBAZOLE,1.295,2.0191000000000003,0.7241000000000004
"2,3-Diphospho-D-Glyceric Acid",9.53,8.801874999999999,0.7281250000000004
Acetyl-L-tyrosine,5.85,5.117116666666664,0.7328833333333353
Phenylpyruvic acid,1.591,2.324725,0.733725
"2,3-Dihydroxybenzoic acid",1.77,2.5413749999999995,0.7713749999999995
4-Trimethylammoniobutanoic acid,7.809,7.035850000000001,0.7731499999999993
Phthalate,2.125,2.9049249999999995,0.7799249999999995
Fumaric acid,8.1,7.312275,0.787725
Agmatine,8.473,7.684781250000006,0.7882187499999951
O-Phosphorylethanolamine,8.41,7.6212687500000005,0.7887312499999997
D-(+)-Mannose,6.69,7.481791666666669,0.7917916666666684
CYTOSINE,5.129,4.3370250000000015,0.7919749999999981
5-Hydroxy-L-tryptophan,7.0,6.2035,0.7965
BETAINE,6.65,5.840135416666666,0.8098645833333347
Alpha-N-Phenylacetyl-L-glutamine,6.03,6.844975,0.8149749999999996
"3,3-Dimethylglutaric acid",1.665,2.5291250000000014,0.8641250000000014
GLYCINE,7.79,6.922075000000001,0.8679249999999987
Adenosine,3.94,4.810049999999999,0.8700499999999987
Malonaldehyde,3.43,4.3084250000000015,0.8784250000000013
Glyceraldehyde,4.03,4.913083333333333,0.8830833333333326
L-Anserine,8.67,7.784675,0.8853249999999999
Nicotinuric acid,6.76,5.8462,0.9138000000000002
Pyrrole-2-carboxylic acid,2.432,3.363049999999999,0.931049999999999
Kynurenic acid,5.31,4.3744250000000005,0.9355749999999992
TETRAHYDROBIOPTERIN,8.33,7.391950000000003,0.9380499999999969
Ethylmalonic acid,2.326,3.2690166666666656,0.9430166666666655
6-METHYL-DL-TRYPTOPHAN,6.02,5.047749999999999,0.9722500000000007
PROPIONIC ACID,1.88,2.860124999999999,0.9801249999999992
Glycerophosphocholine,7.915,6.8893625,1.0256375000000002
UBIQUINOL,1.33,2.3602250000000002,1.0302250000000002
ETHANOLAMINE ,6.904,5.856541666666667,1.0474583333333332
2'-Deoxyadenosine,3.177,4.232112500000001,1.0551125000000012
2-Isopropylmalic acid,2.42,3.499250000000001,1.079250000000001
2-Isopropylmalic acid,2.42,3.499250000000001,1.079250000000001
NICOTINIC ACID,5.96,4.8382249999999996,1.1217750000000004
alpha-D-Glucose-1-phosphate,8.62,7.468262499999999,1.1517375000000003
1-Methyl-5-imidazoleacetic acid,7.06,5.8915375,1.1684624999999995
Sarcosine,7.51,6.324024999999999,1.185975000000001
Uridine,3.8,4.991875000000003,1.1918750000000031
Ketovaleric acid,2.08,3.2741750000000005,1.1941750000000004
Dimethylglycine,6.98,5.782193749999999,1.197806250000001
L-Cystine,9.07,7.808912500000001,1.2610874999999995
Trimethylamine N-oxide,7.25,5.979075,1.270925
β-Hydroxyisovaleric acid,3.02,4.29420833333333,1.27420833333333
2-hydroxy-3-methyl-butyric acid,3.06,4.385574999999999,1.3255749999999993
5'-Methylthioadenosine,1.708,3.0419916666666666,1.3339916666666667
Urea,2.6,3.9782499999999983,1.3782499999999982
Phenylbutazone,1.24,2.6186749999999996,1.3786749999999997
3-Hydroxyanthranilic acid,2.0,3.394825000000001,1.3948250000000009
L-Phenylalanine,6.2,4.776325000000002,1.4236749999999985
D-Xylose,5.5,6.925629166666667,1.425629166666667
Cadaverine,8.53,7.053555416666667,1.4764445833333326
L-Tryptophan,6.48,4.993524999999999,1.4864750000000013
2-AMINOPYRIDINE,1.633,3.13245,1.49945
Isocitrate,8.736,7.165074999999997,1.5709250000000035
2-Ketobutyrate,2.862,4.448775000000001,1.5867750000000012
Glutarylcarnitine,7.87,6.2826499999999985,1.5873500000000016
Thiamine pyrophosphate,9.05,7.437824999999998,1.6121750000000024
Imidazole,2.18,3.8506125000000004,1.6706125000000003
DIACETYL,6.628,4.954324999999999,1.6736750000000011
Glycocholic acid,6.4,4.703250000000002,1.696749999999998
D-Erythrose,2.5,4.259716666666667,1.7597166666666668
Succinic semialdehyde,2.4,4.195725,1.7957250000000005
Tetradecanoylcarnitine,1.71,3.5890750000000002,1.8790750000000003
Terephthalic acid,6.85,4.9621999999999975,1.8878000000000021
Cholic acid,1.634,3.5378000000000007,1.9038000000000008
Hypotaurine,7.52,5.6064833333333315,1.913516666666668
Picolinic acid,5.34,3.4248999999999996,1.9151000000000002
N-Acetylputrescine,6.788,4.864775,1.9232250000000004
D-Threitol,4.2,6.155891666666667,1.955891666666667
MESACONIC ACID,7.28,5.2558083333333325,2.0241916666666677
(-)-Epinephrine,6.518,4.474774999999999,2.0432250000000005
1-Methylhistamine,6.85,4.8062375,2.0437624999999997
5-HYDROXYMETHYL-2'-DEOXYURIDINE,4.03,6.12665,2.0966499999999995
Pyridoxamine,7.42,5.30645,2.11355
Thiamine,6.96,4.625391666666667,2.3346083333333327
NIACINAMIDE,1.71,4.208875000000001,2.498875000000001
Xanthine,6.83,4.298650000000001,2.531349999999999
Putrescine,3.177,5.730857500000001,2.553857500000001
Methylmalonic acid,3.096,5.83985,2.74385
D-Ribose,4.04,6.925629166666667,2.885629166666667
Trigonelline,6.85,3.9541500000000007,2.895849999999999
Putrescine,8.646,5.730857500000001,2.9151425
Normetanephrine,7.587,4.16575,3.4212499999999997
Citraconic acid,1.72,5.2558083333333325,3.5358083333333328
Phosphocholine,1.348,5.533524999999998,4.185524999999998
Deisopropyldeethylatrazine,1.657,5.889031250000001,4.232031250000001
N-Isovalerylglycine methyl ester,1.327,5.595275000000001,4.268275000000001
