NAME,Experimental RT,Predicted RT,mae
Glycerophosphocholine,7.915,7.6061,0.3089000000000004
Argininosuccinic acid,9.138,8.823024999999998,0.3149750000000022
L-Xylonate,7.97,7.650587500000003,0.31941249999999677
GUANINE,6.06,5.72725,0.3327499999999999
Inosine,5.609,5.955425000000001,0.34642500000000087
Hydrocortisone,1.461,1.8338649999999994,0.37286499999999934
"CIS,CIS-MUCONIC ACID",6.875,6.491124999999999,0.38387500000000063
Xanthosine,6.83,6.441875000000003,0.38812499999999694
D-GLUCURONIC ACID,8.4,8.011579166666667,0.388420833333333
Hydrocortisone,1.425,1.8338649999999994,0.40886499999999937
MEDRONIC ACID,9.11,8.697350000000005,0.41264999999999397
3-Methyl-2-oxovaleric acid,1.674,2.0897500000000013,0.4157500000000014
Methylsuccinic acid,3.95,4.366541666666665,0.4165416666666646
5-METHYLCYTIDINE,5.94,6.357999999999997,0.4179999999999966
Agmatine,8.473,8.042500000000006,0.430499999999995
Vanillylmandelic acid,4.35,4.783649999999999,0.4336499999999992
β-Alanine,7.723,7.28824166666667,0.43475833333333025
Cysteine-S-sulfate,7.372,7.816250000000004,0.4442500000000038
5-Aminopentanoic acid,7.589,7.141691666666668,0.4473083333333321
L-Anserine,8.67,8.220425,0.4495749999999994
3-Hydroxy-DL-kynurenine,6.935,7.3873250000000015,0.45232500000000186
O-Phosphorylethanolamine,8.41,7.956950000000002,0.4530499999999984
Citramalic acid,6.747,7.211137500000002,0.4641375000000023
Benzoic acid,1.68,2.1488999999999994,0.46889999999999943
Pseudouridine,6.32,5.847749999999997,0.4722500000000034
L-Kynurenine,6.392,6.868549999999997,0.4765499999999969
3-METHYL-L-HISTIDINE,8.465,7.9667999999999966,0.4982000000000033
L-Cysteine,9.06,8.555075000000002,0.5049249999999983
L-Tyrosine,7.08,6.573233333333332,0.5067666666666684
L-Lysine,8.76,8.253033333333331,0.5069666666666688
L-Proline,7.07,6.549374999999996,0.5206250000000043
1-Methyl-5-imidazoleacetic acid,7.06,6.534274999999999,0.5257250000000004
5-Methyl-THF,8.83,8.287500000000001,0.5424999999999986
Melatonin,1.391,1.9352249999999998,0.5442249999999997
N6-Methyladenosine,2.89,3.4383749999999997,0.5483749999999996
CYTOSINE,5.129,4.579549999999999,0.5494500000000002
THYMIDINE TRIPHOSPHATE,9.33,8.769124999999999,0.5608750000000011
3-Indolebutyric acid,1.432,1.9941750000000003,0.5621750000000003
PGE2,1.25,1.8272399999999998,0.5772399999999998
Creatinine,3.7,4.277337499999998,0.5773374999999978
Uracil,2.28,2.8670750000000007,0.5870750000000009
Thiamine,6.96,6.371366666666666,0.588633333333334
Acetylcarnitine,7.01,6.411174999999998,0.5988250000000015
Nα-Acetyl-L-arginine,7.74,8.340324999999996,0.6003249999999962
Dimethylglycine,6.98,6.378199999999999,0.6018000000000017
Phenylglyoxylic acid,1.622,2.22715,0.6051499999999999
Triphenyl phosphate,1.21,1.8192499999999991,0.6092499999999992
Alpha-N-Phenylacetyl-L-glutamine,6.03,6.652724999999999,0.6227249999999991
UBIQUINOL,1.33,1.9549499999999997,0.6249499999999997
Adenosine,3.94,4.568499999999999,0.6284999999999994
D-Xylose,5.5,6.133554166666666,0.6335541666666664
Urocanic acid,5.78,6.4167749999999995,0.6367749999999992
3-methyl-adipic acid,5.124,4.482024999999998,0.6419750000000013
4-Hydroxybenzaldehyde,1.365,2.0092749999999997,0.6442749999999997
"2,3-Dihydroxybenzoic acid",1.77,2.419675,0.6496749999999998
3-AMINO-9-ETHYLCARBAZOLE,1.295,1.945825,0.650825
α-Hydroxyisobutyric acid,3.85,4.50786458333333,0.6578645833333296
2-Aminoisobutyric acid,7.35,6.685183333333332,0.6648166666666677
Nicotinuric acid,6.76,6.091324999999998,0.6686750000000021
5-Hydroxy-L-tryptophan,7.0,6.3304,0.6696
"2,3-Pyridinedicarboxylic acid",6.83,6.151825000000002,0.6781749999999978
"2,3-Diphospho-D-Glyceric Acid",9.53,8.85135,0.6786499999999993
Azelaic acid,2.325,3.0138000000000007,0.6888000000000005
N-ACETYL-L-CYSTEINE,7.975,7.270574999999998,0.7044250000000014
Meclofenamic acid,1.38,2.0972,0.7172000000000001
Glyceraldehyde,4.03,4.761866666666667,0.7318666666666669
O-Phospho-DL-Tyrosine,8.74,7.999566666666669,0.7404333333333311
Xanthurenic acid,6.013,5.261565000000003,0.7514349999999972
Glutarylcarnitine,7.87,7.110574999999999,0.7594250000000011
Kynurenic acid,5.31,4.511525000000001,0.7984749999999989
Phenylpyruvic acid,1.591,2.407575,0.816575
N-Formylmethionine,4.7,5.520449999999998,0.8204499999999975
S-Methyl-L-cysteine,7.02,7.8632937499999995,0.84329375
"D-fructose 1,6-bisphosphate",9.41,8.560812499999999,0.8491875000000011
Fumaric acid,8.1,7.233874999999999,0.8661250000000003
Ethylmalonic acid,2.326,3.219541666666666,0.8935416666666658
Glutaconic acid,6.88,5.9775020833333325,0.9024979166666673
L-Cystine,9.07,8.162299999999998,0.907700000000002
3-Isopropylmalate,4.545,5.466068749999999,0.921068749999999
1-Methyladenosine,2.89,3.8140499999999973,0.9240499999999972
4-HYDROXY-3-NITROPHENYLACETIC ACID,1.7,2.646625000000001,0.9466250000000012
2-Hydroxy-butanoic acid,4.123,5.0783083333333305,0.9553083333333303
Sarcosine,7.51,6.5439750000000005,0.9660249999999992
N-Acetylputrescine,6.788,5.8152624999999984,0.9727375000000018
Methyl ALPHA-D-glucopyranoside,4.5,5.4745,0.9744999999999999
Malonaldehyde,3.43,4.411508333333334,0.9815083333333336
6-METHYL-DL-TRYPTOPHAN,6.02,5.030849999999999,0.9891500000000004
2'-Deoxyadenosine,3.177,4.174187500000001,0.9971875000000012
4-NITROPHENYL FORMATE,1.51,2.5181000000000004,1.0081000000000004
(-)-Epinephrine,6.518,5.497399999999997,1.0206000000000026
Pyrrole-2-carboxylic acid,2.432,3.478149999999998,1.0461499999999981
Trimethylamine N-oxide,7.25,6.202875,1.0471250000000003
GLYCINE,7.79,6.73695,1.0530499999999998
DL-pipecolic acid,7.17,6.102049999999998,1.0679500000000015
Picolinic acid,5.34,4.261975000000001,1.0780249999999985
Uridine,3.8,4.8839500000000005,1.0839500000000006
"3,4-PYRIDINEDICARBOXYLIC ACID",6.83,5.7444250000000014,1.0855749999999986
4-Trimethylammoniobutanoic acid,7.809,6.708999999999998,1.1000000000000023
Cadaverine,8.53,7.4123199999999985,1.117680000000001
2-Isopropylmalic acid,2.42,3.5446687499999996,1.1246687499999997
2-Isopropylmalic acid,2.42,3.5446687499999996,1.1246687499999997
Phenylbutazone,1.24,2.393375,1.1533749999999998
Phthalate,2.125,3.2874250000000003,1.1624250000000003
3-Hydroxyanthranilic acid,2.0,3.1880250000000006,1.1880250000000006
"3,3-Dimethylglutaric acid",1.665,2.8696750000000013,1.2046750000000013
Pregnenolone sulfate,1.346,2.619775,1.273775
TETRAHYDROBIOPTERIN,8.33,7.047875,1.2821249999999997
1-Methylhistamine,6.85,5.535557499999999,1.314442500000001
2-hydroxy-3-methyl-butyric acid,3.06,4.393616666666665,1.3336166666666647
DIACETYL,6.628,5.283049999999999,1.3449500000000008
Thiamine pyrophosphate,9.05,7.6868166666666635,1.3631833333333372
5'-Methylthioadenosine,1.708,3.089174999999999,1.3811749999999992
Urea,2.6,4.032112499999998,1.4321124999999983
Tetradecanoylcarnitine,1.71,3.163565000000001,1.453565000000001
NICOTINIC ACID,5.96,4.476300000000001,1.483699999999999
2-Ketobutyrate,2.862,4.363975,1.5019749999999998
ETHANOLAMINE ,6.904,5.3840375,1.5199625
alpha-D-Glucose-1-phosphate,8.62,7.083595833333331,1.5364041666666681
PROPIONIC ACID,1.88,3.4207916666666653,1.5407916666666654
Glycocholic acid,6.4,4.849850000000003,1.5501499999999977
L-Tryptophan,6.48,4.909249999999998,1.570750000000002
Terephthalic acid,6.85,5.2792499999999976,1.570750000000002
D-Erythrose,2.5,4.1081770833333335,1.6081770833333335
Cholic acid,1.634,3.2789500000000005,1.6449500000000006
D-Threitol,4.2,5.88050625,1.6805062499999996
Isocitrate,8.736,7.039274999999998,1.6967250000000025
Hypotaurine,7.52,5.808624999999998,1.7113750000000012
Ketovaleric acid,2.08,3.833899999999999,1.753899999999999
Succinic semialdehyde,2.4,4.1769250000000016,1.7769250000000016
Imidazole,2.18,3.9832375000000004,1.8032375000000003
Pyridoxamine,7.42,5.500895833333334,1.9191041666666662
2-AMINOPYRIDINE,1.633,3.558524999999998,1.9255249999999982
L-Phenylalanine,6.2,4.224141666666666,1.975858333333334
MESACONIC ACID,7.28,5.215283333333334,2.0647166666666665
D-Ribose,4.04,6.133554166666666,2.0935541666666664
Trigonelline,6.85,4.615475,2.2345249999999997
5-HYDROXYMETHYL-2'-DEOXYURIDINE,4.03,6.376699999999998,2.3466999999999976
β-Hydroxyisovaleric acid,3.02,5.491181249999998,2.4711812499999977
Putrescine,8.646,5.964374166666667,2.6816258333333334
Normetanephrine,7.587,4.870874999999999,2.716125000000001
Putrescine,3.177,5.964374166666667,2.7873741666666674
Methylmalonic acid,3.096,6.1217583333333305,3.0257583333333304
Xanthine,6.83,3.556000000000001,3.273999999999999
Citraconic acid,1.72,5.215283333333334,3.495283333333334
NIACINAMIDE,1.71,5.405824999999999,3.6958249999999992
N-Isovalerylglycine methyl ester,1.327,5.520320833333332,4.193320833333332
Phosphocholine,1.348,5.709258333333333,4.361258333333333
Deisopropyldeethylatrazine,1.657,6.8428812500000005,5.18588125
