NAME,Experimental RT,Predicted RT,mae
L-Phenylalanine,6.2,5.786504822002107,0.41349517799789304
L-Lysine,8.76,8.344211404420252,0.41578859557974823
Glutarylcarnitine,7.87,7.439421445098799,0.4305785549012011
"2,3-Pyridinedicarboxylic acid",6.83,6.393812896529119,0.4361871034708811
PALMITIC ACID,1.27,0.8219099052504973,0.4480900947495027
4-Hydroxybenzoic acid,1.883,2.3311428534647787,0.44814285346477867
Threonate,7.36,6.907199319880897,0.4528006801191031
Citric acid,7.9,7.44384673998603,0.45615326001396994
Orotic acid,7.172,6.713197507883717,0.4588024921162823
XYLITOL,6.13,6.599988081185163,0.46998808118516333
N-GLYCYL-L-PROLINE,8.15,7.673747918697418,0.4762520813025821
D-Sorbitol,6.88,7.381411893794058,0.5014118937940584
Creatinine,3.7,4.202353924277106,0.5023539242771058
L-ARABITOL,6.08,6.599988081185163,0.5199880811851632
Theobromine,1.686,2.2131204053855953,0.5271204053855953
L-Cystine,9.07,9.59757243964372,0.5275724396437198
4-ETHYLBENZOIC ACID,1.768,2.2987569832837558,0.5307569832837558
cGMP,7.63,7.094770010855094,0.5352299891449057
α-Hydroxyisobutyric acid,3.85,4.389175620745767,0.5391756207457665
D-Glycerate 2-phosphate,8.665,8.123371437721243,0.5416285622787562
CYTOSINE,5.129,5.675824761791161,0.5468247617911617
CAPRYLIC ACID,1.374,1.93019185123554,0.5561918512355399
"2,3-Dihydroxybenzoic acid",1.77,2.3274075654354682,0.5574075654354682
Folic acid,7.906,7.345652205127497,0.5603477948725031
DL-Homoserine,7.753,7.190225110843201,0.562774889156799
HEPTADECANOIC ACID,1.261,0.6959213390464398,0.5650786609535601
Phthalate,2.125,2.701219600185744,0.5762196001857438
D-Mannitol,6.8,7.381411893794058,0.5814118937940584
Retinoic acid,1.3,1.8846486732177365,0.5846486732177365
Myo-Inositol,8.165,7.56191099901001,0.6030890009899892
Urocanic acid,5.78,5.173439626794999,0.6065603732050011
β-Hydroxyisovaleric acid,3.02,3.6302482605683672,0.6102482605683672
Uridine,3.8,4.417763484115123,0.6177634841151232
L-Serine,7.99,7.362357033192126,0.6276429668078745
D-Fructose,6.877,7.509304655989435,0.6323046559894356
Meclofenamic acid,1.38,0.743117960160153,0.6368820398398469
D-Glycerate 3-phosphate,8.665,8.02273191477138,0.6422680852286184
Guanosine,6.65,6.0047006359627435,0.6452993640372569
L-Leucine,6.47,5.814849361251003,0.6551506387489967
Nε-Acetyl-L-lysine,7.555,6.897035873368706,0.6579641266312937
meso-Tartaric acid,8.38,7.716445332360882,0.6635546676391186
TETRAHYDROBIOPTERIN,8.33,7.665413913230413,0.664586086769587
L-Histidine,8.25,7.585122691127313,0.6648773088726871
D-Ribulose 5-phosphate,8.17,8.843674948960707,0.6736749489607075
N2-Acetyl-L-ornithine,7.891,7.216668063218529,0.6743319367814706
Stearic acid,1.255,0.5705974014801471,0.6844025985198527
D-GLUCOSE 6-PHOSPHATE,8.87,9.568037962222778,0.698037962222779
L-Threonine,7.71,6.972710214724862,0.7372897852751379
D-Glucosamine,8.247,7.508437066126833,0.7385629338731672
L-Isoleucine,6.62,5.875453151325775,0.7445468486742248
Isoleucine,6.622,5.875453151325775,0.7465468486742246
3-Ureidopropionic acid,6.835,7.5831595958650295,0.7481595958650296
Spaglumic Acid,8.232,7.481632943836118,0.7503670561638813
5-Hydroxy-L-tryptophan,7.0,6.245553406947533,0.7544465930524673
L-Glutamic acid,8.35,7.594361677608543,0.7556383223914569
dTMP,7.672,6.8980904492920025,0.7739095507079972
Phenylglyoxylic acid,1.622,2.3999614611765896,0.7779614611765895
Isocitrate,8.736,7.94419283587004,0.7918071641299607
dTMP,7.69,6.8980904492920025,0.7919095507079978
"2,3-Diphospho-D-Glyceric Acid",9.53,8.73647385493532,0.7935261450646802
3-methyl-adipic acid,5.124,4.328061987619151,0.7959380123808488
"3,4-PYRIDINEDICARBOXYLIC ACID",6.83,6.033294031521614,0.7967059684783857
NONADECANOIC ACID,1.26,0.44549765503733885,0.8145023449626612
Tartaric acid,8.551,7.716445332360882,0.834554667639118
D-(+)-Mannose,6.69,7.536352028428694,0.8463520284286936
L-Glutamine,7.93,8.777222740906161,0.8472227409061617
Citramalic acid,6.747,5.896259788497189,0.8507402115028109
N-ACETYLGLYCINE,6.77,5.894289673516854,0.8757103264831452
Paraxanthine,1.68,2.559592389481603,0.8795923894816029
Glyceraldehyde,4.03,4.911943283180344,0.8819432831803438
DL-Methionine sulfoxide,7.888,6.997086719116066,0.8909132808839342
Valeric acid,1.56,2.4606391753922665,0.9006391753922665
O-Phospho-L-serine,8.85,9.755149976184937,0.9051499761849371
Folinic acid,7.946,8.860820700062778,0.9148207000627782
Indole-3-carboxylic acid,1.699,2.6197389458170734,0.9207389458170734
L-Norleucine,6.3,5.372713155389776,0.927286844610224
5-METHYLCYTIDINE,5.94,6.869737933337711,0.9297379333377105
DL-2-Aminoadipic acid,8.2,7.264896209444039,0.93510379055596
N-Formylmethionine,4.7,5.644977508862708,0.9449775088627081
Azelaic acid,2.325,3.2816748425550344,0.9566748425550342
L-Asparagine,8.05,9.023010427291798,0.973010427291797
UBIQUINOL,1.33,2.3132327141881897,0.9832327141881896
6-Phosphogluconic acid,9.145,10.141600999112272,0.9966009991122728
Thymol,1.37,0.363825071662335,1.006174928337665
L-Valine,7.02,6.005372235415601,1.0146277645843984
L-Valine,7.02,6.005372235415601,1.0146277645843984
Nα-Acetyl-L-arginine,7.74,8.757265072969012,1.0172650729690123
PHENYLACETIC ACID,1.645,2.6665764567902555,1.0215764567902554
Cotinine,1.67,2.7030974178570393,1.0330974178570393
D-Fructose 6-phosphate,8.475,9.541686644912527,1.0666866449125276
2-Methylglutaric acid,5.846,4.774839108142609,1.0711608918573914
ISOVALERIC ACID,1.87,2.9465510394678174,1.0765510394678173
2-hydroxy-3-methyl-butyric acid,3.06,4.151300541546528,1.0913005415465276
p-Coumaric acid,2.374,3.4676910663140585,1.0936910663140584
2-Aminoisobutyric acid,7.35,6.25445558790466,1.0955444120953395
PROPIONIC ACID,1.88,2.9776905793225756,1.0976905793225757
Adenylosuccinic acid,8.756,7.655085591138594,1.1009144088614065
Cysteine-S-sulfate,7.372,8.475511594535222,1.103511594535222
Cyclohexaneacetic acid,1.454,2.559374199083079,1.105374199083079
L-Norleucine,6.491,5.372713155389776,1.1182868446102239
Hydrocortisone,1.461,2.579694411731344,1.118694411731344
Vanillic acid,2.0,3.124913740076953,1.1249137400769529
Tiglic acid,1.53,2.6662573448478666,1.1362573448478666
2-HYDROXYPHENYLACETIC ACID,1.763,2.90343884738777,1.1404388473877702
Guanidinoacetic acid,7.75,8.899230334511786,1.1492303345117865
Glycocholic acid,6.4,5.248888823180126,1.1511111768198745
Hydrocortisone,1.425,2.579694411731344,1.154694411731344
Oleamide,1.25,2.4078798141566935,1.1578798141566935
N6-Methyladenosine,2.89,4.05422613444936,1.1642261344493599
Isocaproic acid,1.432,2.611991458645135,1.179991458645135
L-Tyrosine,7.08,5.890533685570748,1.1894663144292519
1-Methyladenosine,2.89,4.0985629659845895,1.2085629659845893
L-Alanine,7.59,6.3730360693554005,1.2169639306445994
"3,4-Dihydroxybenzoic acid",3.08,1.8567654517185797,1.2232345482814204
CHOLESTERYL SULFATE,1.228,2.4526966377854347,1.2246966377854347
4-PENTENOIC ACID,1.66,2.926066878964866,1.266066878964866
GLYCINE,7.79,6.518196427632057,1.2718035723679426
D-Xylose,5.5,6.782320004592307,1.2823200045923073
Homoarginine,8.624,9.922423165442558,1.298423165442557
Glycolic acid,6.78,5.481565314144741,1.2984346858552591
L-(+)-MANDELIC ACID,2.65,1.3440149342595005,1.3059850657404994
N-Acetyl-L-alanine,6.41,5.094450751798063,1.315549248201937
2'-Deoxyadenosine,3.177,4.501921058981879,1.3249210589818792
Methylsuccinic acid,3.95,5.291347299052682,1.341347299052682
L-Cysteine,9.06,7.711141454114187,1.3488585458858138
2-PENTENOIC ACID,1.66,3.0116792523096985,1.3516792523096985
Dihydrofolic acid,8.0,6.64696754887178,1.35303245112822
cis-Aconitic acid,7.87,6.489579962847385,1.3804200371526152
Biotin,3.9,5.289653448518936,1.3896534485189362
PGE2,1.25,2.648322126584186,1.398322126584186
1-Methylnicotinamide,6.542,5.13653079047941,1.4054692095205894
3-Hydroxyphenylacetic acid,1.605,3.0289752640760987,1.4239752640760988
ADMA,8.39,9.81708105624766,1.4270810562476601
NICOTINIC ACID,5.96,4.519200177502703,1.440799822497297
3-AMINO-9-ETHYLCARBAZOLE,1.295,-0.15063022548498006,1.44563022548498
Hypotaurine,7.52,6.065121848977373,1.4548781510226263
Glycerophosphocholine,7.915,9.378722110413396,1.4637221104133955
Thiamine,6.96,8.426690114284938,1.4666901142849378
Vanillylmandelic acid,4.35,2.8796354648743074,1.4703645351256922
Acetyl-L-tyrosine,5.85,4.376711837892501,1.4732881621074982
"CIS,CIS-MUCONIC ACID",6.875,5.394524928992464,1.480475071007536
D-Threitol,4.2,5.6845305055038,1.4845305055038
"2,4-DI-TERT-BUTYLPHENOL",1.232,-0.2534556948427129,1.485455694842713
L-2-Aminobutyric acid,7.35,5.853584030053893,1.4964159699461064
L-Arginine,8.7,10.197040552465632,1.4970405524656325
Chenodeoxycholic Acid,1.766,3.277164437306171,1.5111644373061708
Xanthosine,6.83,5.301137554146806,1.5288624458531936
Theophylline,1.655,3.190868239031394,1.5358682390313938
Creatine,7.63,9.166865571043207,1.536865571043207
4-Hydroxy-3-methylbenzoic acid,1.67,3.2122304633044028,1.5422304633044028
Ketovaleric acid,2.08,3.630621947988878,1.550621947988878
N-ACETYL-L-CYSTEINE,7.975,6.396082972566094,1.5789170274339055
6-METHYL-DL-TRYPTOPHAN,6.02,7.606164601719751,1.5861646017197515
β-Alanine,7.723,6.130341003046514,1.5926589969534861
MEDRONIC ACID,9.11,7.515460033663905,1.5945399663360948
Xanthine,6.83,5.21306716967124,1.6169328303287598
Kynurenic acid,5.31,3.681494228213767,1.6285057717862328
4-NITROPHENYL FORMATE,1.51,3.1419406688717046,1.6319406688717046
2-Ketobutyrate,2.862,4.499668217730704,1.6376682177307043
L-Anserine,8.67,7.029103346494225,1.6408966535057745
L-Dihydroorotic acid,7.27,5.628001871985437,1.6419981280145626
Cholic acid,1.634,3.280762141589548,1.646762141589548
Homovanillic acid,2.1,3.7515192396726365,1.6515192396726364
Glutaconic acid,6.88,5.199301828102964,1.6806981718970357
Phenylpyruvic acid,1.591,3.277343310079017,1.6863433100790168
2-Indolecarboxylic acid,1.688,3.387151913415825,1.699151913415825
Adenosine,3.94,5.639762670712438,1.6997626707124378
Argininosuccinic acid,9.138,10.848320390477172,1.7103203904771718
N-Acetylputrescine,6.788,5.068237393824044,1.7197626061759559
L-Homocitrulline,7.946,9.687843171381507,1.7418431713815075
3-Hydroxy-3-methylglutaric acid,6.733,4.9293121755274205,1.8036878244725791
Xanthurenic acid,6.013,4.206838333871111,1.8061616661288893
ETHANOLAMINE ,6.904,5.091565723904511,1.8124342760954892
3-Isopropylmalate,4.545,6.391068183846467,1.8460681838464668
Cystathionine,8.73,10.585820881782023,1.855820881782023
L-Citrulline,8.093,9.950504275126699,1.8575042751266988
Anthranilic acid,1.61,3.5115885927795523,1.9015885927795522
3-Indolebutyric acid,1.432,3.338559734812449,1.9065597348124492
Methyl ALPHA-D-glucopyranoside,4.5,6.4071360201129135,1.9071360201129135
4-Trimethylammoniobutanoic acid,7.809,5.885848633030866,1.923151366969134
4-Methoxyphenylacetic acid,1.69,3.6490452363160353,1.9590452363160353
Imidazoleacetic acid,7.41,5.439679198281074,1.970320801718926
Imidazoleacetic acid,7.41,5.439679198281074,1.970320801718926
Trigonelline,6.85,4.858636989046793,1.991363010953207
MESACONIC ACID,7.28,5.2632503068057535,2.016749693194247
Pregnenolone sulfate,1.346,3.373261805648037,2.027261805648037
Succinic semialdehyde,2.4,4.4455463396774375,2.0455463396774376
5-Aminopentanoic acid,7.589,5.49056901786914,2.0984309821308607
Pyroglutamic acid,6.877,4.754834631100764,2.1221653688992355
Phenylbutazone,1.24,-0.9022828270174927,2.1422828270174925
Dimethylglycine,6.98,4.81739014759178,2.1626098524082202
3-Methyl-2-oxovaleric acid,1.674,3.8411658342596517,2.167165834259652
Inosine,5.609,3.439505992663062,2.169494007336938
(R)-(+)-2-Pyrrolidone-5-carboxylic acid,6.939,4.754834631100764,2.1841653688992357
Imidazole,2.18,-0.017850803439669216,2.1978508034396693
Trimethylamine N-oxide,7.25,5.04594434640299,2.2040556535970097
Glutaric acid,6.8,4.5530680465772875,2.2469319534227123
"3,3-Dimethylglutaric acid",1.665,3.9152302201554803,2.2502302201554802
4-HYDROXY-3-NITROPHENYLACETIC ACID,1.7,3.990916420664358,2.2909164206643577
Uracil,2.28,4.608778707303199,2.3287787073031994
3-Hydroxyanthranilic acid,2.0,4.337199964338016,2.3371999643380157
Fumaric acid,8.1,5.72186080462441,2.3781391953755895
3-METHYL-L-HISTIDINE,8.465,6.07648288830538,2.38851711169462
N-Isovalerylglycine methyl ester,1.327,3.7204414046116554,2.3934414046116554
Thiamine pyrophosphate,9.05,11.471646038856823,2.4216460388568226
Tetradecanoylcarnitine,1.71,4.151311000749661,2.4413110007496615
trans-4-Hydroxy-L-proline,7.551,5.106154175736333,2.444845824263667
cis-4-Hydroxy-D-proline,7.551,5.106154175736333,2.444845824263667
Dopamine,6.25,3.787183436366316,2.462816563633684
L-Proline,7.07,4.535346453727827,2.534653546272173
THYMIDINE TRIPHOSPHATE,9.33,6.736866156644938,2.593133843355062
Sarcosine,7.51,4.840016961580659,2.669983038419341
Putrescine,8.646,5.967686452042273,2.6783135479577274
Triphenyl phosphate,1.21,-1.4694181243678193,2.6794181243678192
Cadaverine,8.53,5.801729089081667,2.728270910918332
D-Ribose,4.04,6.782320004592307,2.7423200045923073
Putrescine,3.177,5.967686452042273,2.7906864520422734
2-AMINOPYRIDINE,1.633,4.479408957581947,2.8464089575819473
DL-pipecolic acid,7.17,4.31037997456408,2.8596200254359196
Pyrrole-2-carboxylic acid,2.432,5.298016583497376,2.8660165834973763
Melatonin,1.391,4.282095442584695,2.891095442584695
5'-Methylthioadenosine,1.708,4.635775573319689,2.927775573319689
Methylmalonic acid,3.096,6.030340744838093,2.934340744838093
1-Methylhistamine,6.85,3.766939247905703,3.0830607520942968
2-Isopropylmalic acid,2.42,5.5199161064338655,3.0999161064338656
2-Isopropylmalic acid,2.42,5.5199161064338655,3.0999161064338656
Ethylmalonic acid,2.326,5.599834065563402,3.273834065563402
D-Erythrose,2.5,5.933757431230986,3.433757431230986
Citraconic acid,1.72,5.2632503068057535,3.5432503068057537
Terephthalic acid,6.85,3.229859491448302,3.6201405085516978
NIACINAMIDE,1.71,5.352217251399939,3.6422172513999387
1-Methyl-5-imidazoleacetic acid,7.06,3.259718701017491,3.8002812989825085
DIACETYL,6.628,2.686253819268621,3.941746180731379
Normetanephrine,7.587,3.3974547806404436,4.189545219359556
Deisopropyldeethylatrazine,1.657,6.023680978873826,4.366680978873826
Urea,2.6,7.494753493765773,4.894753493765773
(-)-Epinephrine,6.518,0.8554930111693158,5.662506988830684
Phosphocholine,1.348,9.091480575269927,7.743480575269927
