NAME,Experimental RT,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
p-Coumaric acid,2.374,OC(=O)/C=C/c1ccc(O)cc1,10.10337176,10.10337176,0.168958333,-0.983263889,0.650833873,10.33333333,164.16,156.096,164.0473441,62,0,0.327821185,-0.507966251,0.507966251,0.327821185,1.25,1.833333333,2.333333333,16.36457647,10.1798527,1.889192382,-1.916154472,2.098143085,-1.84673295,5.847441648,-0.130858454,2.033230406,2.772025613,298.0546159,8.974691495,6.266777097,6.266777097,5.68154055,3.383388548,3.383388548,2.263103224,2.263103224,1.311448538,1.311448538,0.752946491,0.752946491,-1.77,496.108219,8.327751711,3.571755179,2.457857734,69.58661603,10.21305479,5.749511833,0,0,0,5.969305288,0,4.794537184,0,0,12.13273414,23.77220574,6.076020107,0,15.00759197,12.04532539,0,0,0,0,0,35.90493987,0,5.749511833,0,0,5.749511833,0,16.18236008,4.794537184,0,5.563451492,30.34148838,0,6.076020107,0,57.53,5.969305288,4.794537184,0,5.749511833,0,11.6394716,18.20875424,12.13273414,0,0,10.21305479,0,0,10.10337176,17.18685784,0.745555556,-0.814305556,6.270430839,2.508089569,0,0,0,12,2,3,0,0,0,1,0,1,2,2,3,2,0,0,0,1,1.49,44.7766,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Succinic semialdehyde,2.4,OC(=O)CCC=O,9.599305556,9.599305556,0.052083333,-0.923981481,0.512039219,8,102.089,96.041,102.0316941,40,0,0.30327761,-0.481220766,0.481220766,0.30327761,1.714285714,2.285714286,2.428571429,16.36520003,10.33981936,1.907265317,-1.791635236,1.799685231,-1.92550857,5.69637111,-0.137306436,1.612197223,2.967052883,77.00409256,5.698670613,3.755274008,3.755274008,3.27005561,1.925234884,1.925234884,1.099080344,1.099080344,0.476054169,0.476054169,0.182400853,0.182400853,-0.86,29.01955001,6.14,3.334552529,5.14,40.95135532,9.901064579,6.286160523,0,0,0,5.969305288,4.794537184,0,0,0,0,0,6.420821623,6.420821623,14.69560176,12.25546581,0,0,0,12.84164325,0,0,0,0,0,0,0,0,17.36199321,9.589074368,0,12.84164325,0,0,0,0,54.37,5.969305288,9.589074368,0,12.84164325,6.286160523,0,0,0,0,0,5.106527395,0,0,19.04527778,7.885694444,0,-0.923981481,0,0.659675926,0,0,0.5,7,1,3,0,0,0,0,0,0,2,1,3,3,0,0,0,0,0.0501,22.9338,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Isopropylmalic acid,2.42,CC(C)C(O)(CC(O)=O)C(O)=O,10.48486111,10.48486111,0.633240741,-2.16087963,0.557058703,15.66666667,176.168,164.072,176.0684735,70,0,0.336066723,-0.481138815,0.481138815,0.336066723,1.333333333,1.75,1.833333333,16.41290942,9.871986629,2.410284586,-2.246708662,2.207359396,-2.450122037,5.83370955,-0.169915423,1.844580671,4.624831805,197.9734163,9.939157589,6.942594418,6.942594418,5.303253565,3.479551138,3.479551138,2.954623476,2.954623476,1.746199961,1.746199961,0.757240859,0.757240859,-1.1,226.8834226,10.9,3.532178731,2.197100589,69.63464917,15.31958218,0,5.601050811,0,0,11.93861058,4.794537184,4.794537184,0,0,13.8474744,5.917906046,0,6.420821623,24.90865655,11.93861058,0,0,5.917906046,25.86934683,0,0,0,0,0,0,0,0,32.85924357,9.589074368,5.917906046,20.26829602,0,0,0,0,94.83,29.87838906,14.69560176,0,0,0,0,13.8474744,0,0,0,10.21305479,0,0,20.68534722,26.21784722,-2.16087963,-3.458703704,0,-0.777777778,2.910833333,0,0.714285714,12,3,5,0,0,0,0,0,0,3,3,5,4,0,0,0,0,-0.0672,39.6764,2,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Isopropylmalic acid,2.42,CC(C)C(O)(CC(O)=O)C(O)=O,10.48486111,10.48486111,0.633240741,-2.16087963,0.557058703,15.66666667,176.168,164.072,176.0684735,70,0,0.336066723,-0.481138815,0.481138815,0.336066723,1.333333333,1.75,1.833333333,16.41290942,9.871986629,2.410284586,-2.246708662,2.207359396,-2.450122037,5.83370955,-0.169915423,1.844580671,4.624831805,197.9734163,9.939157589,6.942594418,6.942594418,5.303253565,3.479551138,3.479551138,2.954623476,2.954623476,1.746199961,1.746199961,0.757240859,0.757240859,-1.1,226.8834226,10.9,3.532178731,2.197100589,69.63464917,15.31958218,0,5.601050811,0,0,11.93861058,4.794537184,4.794537184,0,0,13.8474744,5.917906046,0,6.420821623,24.90865655,11.93861058,0,0,5.917906046,25.86934683,0,0,0,0,0,0,0,0,32.85924357,9.589074368,5.917906046,20.26829602,0,0,0,0,94.83,29.87838906,14.69560176,0,0,0,0,13.8474744,0,0,0,10.21305479,0,0,20.68534722,26.21784722,-2.16087963,-3.458703704,0,-0.777777778,2.910833333,0,0.714285714,12,3,5,0,0,0,0,0,0,3,3,5,4,0,0,0,0,-0.0672,39.6764,2,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyrrole-2-carboxylic acid,2.432,OC(=O)c1[nH]ccc1,10.03078704,10.03078704,0.226851852,-0.921296296,0.560397959,9,111.1,106.06,111.0320284,42,0,0.351789192,-0.476567296,0.476567296,0.351789192,1.75,2.5,2.75,16.36636059,10.4479028,1.977807292,-1.802993645,1.908407421,-1.938025776,5.847281229,0.06910474,2.115968032,2.928375237,178.3185567,5.983127663,4.087512694,4.087512694,3.804530453,2.171747879,2.171747879,1.388948689,1.388948689,0.82836023,0.82836023,0.463367936,0.463367936,-1.25,93.10259339,4.898148148,1.694489796,0.702662722,45.96126151,10.09050592,5.693927995,0,0,0,5.969305288,0,4.794537184,0,0,0,12.13273414,6.196843572,0,9.901064579,5.969305288,0,4.983978521,0,0,0,24.0235057,0,0,0,0,0,0,16.0598112,0,0,10.48846518,18.32957771,0,0,0,53.09,5.969305288,4.794537184,0,5.693927995,0,0,6.066367068,12.26321064,0,4.983978521,5.106527395,0,0,12.56782407,8.242453704,0.226851852,-0.921296296,3.14462963,1.57287037,0,0,0,8,2,3,0,0,0,0,1,1,1,2,3,1,0,0,0,1,0.7129,27.752,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-Erythrose,2.5,OC[C@@H](O)[C@@H](O)C=O,9.584074074,9.584074074,0.167546296,-1.458333333,0.372691597,17.375,120.104,112.04,120.0422587,48,0,0.15074043,-0.393565395,0.393565395,0.15074043,1.5,2,2.125,16.3563713,10.23190755,2.116228745,-2.06050405,1.850282018,-2.296008826,5.559305261,-0.121294202,1.8438884,3.441004962,72.4385619,6.568914101,4.189046666,4.189046666,3.718744015,2.143242763,2.143242763,1.376597081,1.376597081,0.720709378,0.720709378,0.198690488,0.198690488,-0.45,53.47276361,7.55,3.539430288,2.01568133,46.37830073,20.11411937,12.20793278,6.286160523,0,0,0,0,0,0,0,0,0,0,6.606881965,20.11411937,6.286160523,0,0,0,12.20793278,6.606881965,0,0,0,0,0,0,0,40.42055745,4.794537184,0,0,0,0,0,0,77.76,18.81481474,4.794537184,0,6.286160523,0,0,0,0,0,0,15.31958218,0,0,9.584074074,24.81097222,0,0,0,-2.631064815,-0.597314815,0,0.75,8,3,4,0,0,0,0,0,0,4,3,4,3,0,0,0,0,-2.1006,25.1634,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urea,2.6,NC(N)=O,9,9,0.833333333,-0.833333333,0.370507351,6,60.056,56.024,60.03236275,24,0,0.309056401,-0.35184624,0.35184624,0.309056401,1.5,1.5,1.5,16.1550513,11.19589811,1.603229127,-1.623988117,1.253265373,-2.182471059,5.685858585,0.256190111,0.811278124,2.803039488,29.01955001,3.577350269,2.062948829,2.062948829,1.732050808,0.781474414,0.781474414,0.402368927,0.402368927,0,0,0,0,-0.73,3.245112498,3.27,0.710528634,0.173734284,23.58055452,11.46733495,0,0,0,0,6.031114512,0,4.794537184,0,0,0,0,0,0,4.794537184,6.031114512,0,0,11.46733495,0,0,0,0,0,11.46733495,4.794537184,0,0,6.031114512,0,0,0,0,0,0,0,69.11,6.031114512,0,0,0,0,0,0,0,0,11.46733495,4.794537184,0,0,9,0,8.5,0,-0.833333333,0,0,0,0,4,4,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,-0.9762,13.7708,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
L-(+)-MANDELIC ACID,2.65,O[C@H](C(O)=O)c1ccccc1,10.249726,10.249726,0.402777778,-1.406296296,0.658690585,12.45454545,152.149,144.085,152.0473441,58,0,0.336713862,-0.479066388,0.479066388,0.336713862,1.272727273,1.818181818,2.272727273,16.39934341,10.11714829,2.135109971,-2.027723606,2.104034929,-2.092645379,5.733837603,-0.14647325,2.045606035,2.85117789,242.7739002,8.267584714,5.766777097,5.766777097,5.215214055,3.173963704,3.173963704,2.151457728,2.151457728,1.349225299,1.349225299,0.777907241,0.777907241,-1.35,335.4793898,7.753626943,3.163427799,1.782313714,63.91127695,10.21305479,0,6.103966388,0,0,5.969305288,0,4.794537184,0,0,30.33183534,5.563451492,0,0,15.00759197,5.969305288,0,0,0,6.103966388,0,35.89528683,0,0,0,0,0,0,16.18236008,4.794537184,0,11.66741788,30.33183534,0,0,0,57.53,12.07327168,4.794537184,0,0,5.563451492,0,0,30.33183534,0,0,10.21305479,0,0,10.249726,17.38366969,0.402777778,-1.225740741,8.262530234,-1.406296296,0,0,0.125,11,2,3,0,0,0,1,0,1,2,2,3,2,0,0,0,1,0.8046,39.0376,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Ketobutyrate,2.862,CCC(=O)C([O-])=O,9.849537037,9.849537037,0.016203704,-1.594907407,0.406706301,8.142857143,101.081,96.041,101.0244176,40,0,0.177494155,-0.541709346,0.541709346,0.177494155,1.571428571,2,2,16.37547228,10.31803856,1.932689817,-1.917091129,1.735847197,-2.301947207,6.309497531,-0.29949705,1.64571137,3.577919926,95.10802962,5.86180732,3.931851653,3.931851653,3.180739213,1.923032607,1.923032607,1.064187204,1.064187204,0.548785163,0.548785163,0.144337567,0.144337567,-0.86,27.9770933,6.14,2.336829675,1.918210117,40.95135532,9.901064579,5.969305288,5.783244946,0,0,0,4.794537184,0,0,0,6.9237372,0,6.420821623,0,14.69560176,11.75255023,0,0,0,13.34455882,0,0,0,0,5.106527395,0,0,0,11.75255023,9.589074368,0,13.34455882,0,0,0,0,57.2,11.75255023,14.69560176,0,6.420821623,0,0,6.9237372,0,0,0,0,0,0,19.31921296,9.469675926,0,-2.44212963,0,0.016203704,1.47037037,0,0.5,7,0,3,0,0,0,0,0,0,3,0,3,2,0,0,0,0,-1.2846,20.305,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Methyladenosine,2.89,CN1C=Nc2n(cnc2C1=N)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,9.999566484,9.999566484,0.181012403,-1.199546485,0.496949541,30.2,281.272,266.152,281.112404,108,0,0.16706487,-0.393566854,0.393566854,0.16706487,1.3,2.05,2.7,16.56253012,10.12852622,2.434333137,-2.159561761,2.300323561,-2.326921358,5.681886034,-0.051072727,2.9775913,2.078099143,695.6685794,14.43879311,10.70995186,10.70995186,9.540912558,6.094913592,6.094913592,4.756991442,4.756991442,3.489157266,3.489157266,2.311620767,2.311620767,-1.81,52503.8674,13.18596184,4.631682966,1.750920679,112.766534,24.62354479,23.82859988,17.36278534,0,0,0,9.976383254,9.967957042,0,0,0,0,7.047671983,19.26152211,20.05644514,11.16387794,5.409283606,19.10215634,7.047671983,24.53980033,6.606881965,18.1423471,0,0,5.487706951,0,0,0,59.34051965,11.78453494,5.409283606,6.227901171,12.65464015,0,11.16387794,0,129.41,31.1466823,10.21305479,0,5.487706951,11.16387794,0,21.78883945,7.047671983,0,9.967957042,15.25267395,8.388822673,0,8.255488473,36.75257085,0.927010608,0,0,-1.275970464,-0.395397455,1.680808651,0.545454545,20,4,9,0,1,1,0,2,2,9,4,9,2,0,1,1,3,-2.13923,65.3631,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N6-Methyladenosine,2.89,CNc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,10.02300398,10.02300398,0.376878937,-1.16893424,0.534227501,30,281.272,266.152,281.112404,108,0,0.167146145,-0.393566854,0.393566854,0.167146145,1.3,2.1,2.75,16.56253155,10.12846254,2.434756824,-2.159199497,2.313474722,-2.326302002,5.820383192,-0.051066306,3.013482186,2.031040565,617.8793332,14.2756564,10.70995186,10.70995186,9.668233758,6.147699997,6.147699997,4.525185754,4.525185754,3.386883813,3.386883813,2.330935463,2.330935463,-1.81,60995.89293,13.18596184,4.94360028,1.829269586,113.4210737,25.37323374,30.15591996,17.69294117,0,0,0,4.567099648,14.95193556,0,0,0,0,7.047671983,12.93420204,20.05644514,16.98174072,0,19.51903521,0,24.53980033,18.97134255,12.65464015,0,0,5.316788604,5.817862778,0,0,66.80507051,4.736862954,0,6.227901171,12.65464015,0,11.16387794,0,125.55,24.53980033,10.21305479,0,6.606881965,16.98174072,0,17.2217398,7.047671983,0,20.26872417,9.843390349,6.968540486,0,12.34307115,31.81120904,1.006414872,0.556012403,0,-1.190566552,-0.376878937,1.715530873,0.545454545,20,4,9,0,1,1,0,2,2,9,4,9,3,0,1,1,3,-1.5205,67.8791,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
β-Hydroxyisovaleric acid,3.02,CC(C)(O)CC(O)=O,9.854930556,9.854930556,0.201388889,-1.077546296,0.545390178,11.375,118.132,108.052,118.0629942,48,0,0.305744634,-0.481151599,0.481151599,0.305744634,1.625,2,2,16.36943143,10.07136321,2.156826433,-2.115968292,2.047812052,-2.221647896,5.673580291,-0.140776544,1.210810026,3.551252924,90.33712969,6.78445705,5.009782263,5.009782263,3.416502219,2.358444522,2.358444522,2.382949498,2.382949498,0.583836057,0.583836057,0.370081651,0.370081651,-0.57,23.0053905,7.43,2.132000227,5.43,47.94900909,10.21305479,0,0,0,0,5.969305288,4.794537184,0,0,0,0,13.8474744,0,12.02187243,15.00759197,5.969305288,0,0,0,25.86934683,0,0,0,0,0,0,0,0,21.78341089,4.794537184,0,20.26829602,0,0,0,0,57.53,11.5703561,4.794537184,0,6.420821623,0,0,13.8474744,0,0,0,10.21305479,0,0,9.854930556,16.89631944,-1.077546296,-0.974537037,0,-0.201388889,2.918888889,0,0.8,8,2,3,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0.232,28.5506,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-hydroxy-3-methyl-butyric acid,3.06,CC(C)C(O)C(O)=O,9.890740741,9.890740741,0.201388889,-1.212962963,0.539805416,14,118.132,108.052,118.0629942,48,0,0.332286318,-0.479319934,0.479319934,0.332286318,1.5,1.875,1.875,16.39959651,10.09555011,2.156327559,-2.061440622,1.986086357,-2.245189529,5.716068339,-0.148356966,1.640336065,3.637682548,87.67457204,6.732050808,4.95737602,4.95737602,3.553418013,2.462638839,2.462638839,2.027091914,2.027091914,0.884492366,0.884492366,0.285153962,0.285153962,-0.57,39.36806555,7.43,2.667813604,1.930321529,47.94900909,10.21305479,0,6.103966388,0,0,5.969305288,0,4.794537184,0,0,13.8474744,5.917906046,0,0,15.00759197,5.969305288,0,0,5.917906046,19.95144079,0,0,0,0,0,0,0,0,22.28632647,4.794537184,5.917906046,13.8474744,0,0,0,0,57.53,12.07327168,4.794537184,0,5.917906046,0,0,0,13.8474744,0,0,10.21305479,0,0,9.890740741,16.70657407,0,-1.354166667,0,-1.212962963,3.303148148,0,0.8,8,2,3,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0.0879,28.4806,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-Dihydroxybenzoic acid",3.08,OC(=O)c1ccc(O)c(O)c1,10.27170446,10.27170446,0.055277778,-1.138611111,0.522491225,9.454545455,154.121,148.073,154.0266087,58,0,0.335322526,-0.504259584,0.504259584,0.335322526,1.181818182,1.818181818,2.272727273,16.36606072,10.18219526,2.048304712,-1.968199096,2.239709079,-1.939465455,5.878917055,0.069614767,1.941518365,3.151549668,292.4920898,8.43072142,5.481939885,5.481939885,5.109060905,2.86297841,2.86297841,2.008646088,2.008646088,1.22236462,1.22236462,0.656467881,0.656467881,-1.71,271.8125711,7.397642626,2.494362825,1.402945662,62.34056859,15.31958218,0,11.49902367,0,0,5.969305288,0,4.794537184,0,0,0,18.19910121,0,5.563451492,20.11411937,5.969305288,0,0,0,0,0,23.7625527,0,11.49902367,0,0,11.49902367,0,21.28888747,0,0,10.35798868,18.19910121,0,0,0,77.76,11.71881712,4.794537184,0,11.31296332,0,12.13273414,6.066367068,0,0,0,15.31958218,0,0,10.27170446,26.02561036,-0.055277778,-1.888703704,3.313333333,0,0,0,0,11,3,4,0,0,0,1,0,1,3,3,4,1,0,0,0,1,0.796,36.7309,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylmalonic acid,3.096,CC(C(O)=O)C(O)=O,9.759907407,9.759907407,1.115740741,-1.30787037,0.491821394,9.25,118.088,112.04,118.0266087,46,0,0.31708374,-0.480607502,0.480607502,0.31708374,1.25,1.5,1.5,16.38847412,10.18733625,2.176342232,-1.939805486,1.912214571,-2.186620281,5.917196193,-0.152965617,1.640336065,3.827495625,103.2067179,6.732050808,4.288274041,4.288274041,3.553418013,2.010162424,2.010162424,1.398163172,1.398163172,0.740851725,0.740851725,0.105628402,0.105628402,-1.06,39.36806555,6.94,2.299319582,1.592210383,45.74558908,10.21305479,0,5.917906046,0,0,11.93861058,9.589074368,0,0,0,0,6.9237372,0,0,19.80212916,11.93861058,0,0,5.917906046,6.9237372,0,0,0,0,0,0,0,0,22.15166537,9.589074368,5.917906046,6.9237372,0,0,0,0,74.6,17.85651662,9.589074368,0,0,0,6.9237372,0,0,0,0,10.21305479,0,0,19.51981481,15.94314815,0,-3.912037037,0,0,1.115740741,0,0.5,8,2,4,0,0,0,0,0,0,2,2,4,2,0,0,0,0,-0.2083,24.4356,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putrescine,3.177,NCCCCN,5.159027778,5.159027778,0.775,0.775,0.464598963,9,88.154,76.058,88.10004838,38,0,-0.00768043,-0.330472669,0.330472669,0.00768043,0.833333333,1.166666667,1.333333333,14.54317193,10.31202456,1.748758439,-1.866287199,1.767324744,-2.034687889,4.376846616,0.755028164,1.614330835,2.339092315,17.509775,4.828427125,3.983127663,3.983127663,2.914213562,2.316496581,2.316496581,1.28445705,1.28445705,0.65824829,0.65824829,0.288675135,0.288675135,-0.08,20.98630086,5.92,4.92,3.92,38.51385877,11.46733495,0,0,0,0,0,0,0,0,0,0,25.93115606,0,0,0,0,0,0,11.46733495,12.84164325,13.08951281,0,0,0,11.46733495,0,0,0,13.08951281,0,0,12.84164325,0,0,0,0,52.04,0,0,0,0,0,25.93115606,0,0,0,0,11.46733495,0,0,0,0,10.31805556,0,0,2.131944444,1.55,0,1,6,4,2,0,0,0,0,0,0,2,2,2,3,0,0,0,0,-0.316,27.3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
