Feature,Score
Chi1v,0.2790485085542333
fr_Al_COO,0.27252604817191944
PEOE_VSA1,0.2724649887730444
BCUT2D_MRHI,0.2641698106903565
Chi2v,0.24913209382964208
fr_aldehyde,0.23771396208655338
SMR_VSA10,0.2363237851523096
fr_Ndealkylation2,0.23345794122002092
NumValenceElectrons,0.22975049259743074
HeavyAtomMolWt,0.22973762840558776
MolWt,0.22022519691479547
VSA_EState10,0.21878255280579173
Kappa3,0.20852294239597602
fr_sulfonamd,0.20351383807135298
PEOE_VSA12,0.1966017445169111
fr_imide,0.18251842387247486
BCUT2D_MWLOW,0.17669478378804357
Chi0v,0.1746550604205196
Chi0n,0.16761568598053112
EState_VSA1,0.15349947106889655
Chi1,0.14986583700097814
SlogP_VSA10,0.14411035289255616
NumRadicalElectrons,0.13258052457515435
Chi2n,0.12674520206618867
BCUT2D_CHGLO,0.12179595920153538
NumAliphaticCarbocycles,0.11838020716878174
fr_COO,0.11663587158065605
SlogP_VSA1,0.11306020198481544
SlogP_VSA12,0.11306020198481544
VSA_EState9,0.10560634749307464
NumSaturatedRings,0.10252769809310153
RingCount,0.10252769809310153
EState_VSA11,0.09592122456453978
FractionCSP3,0.09512258354792777
MolMR,0.09349677977814254
Chi3n,0.09051118036075921
NumRotatableBonds,0.08752233332217298
VSA_EState2,0.071684888820224
SlogP_VSA9,0.06303016655229718
fr_diazo,0.060780471640900766
fr_phenol,0.06023008577745831
EState_VSA8,0.05608286635134874
EState_VSA5,0.044790526038545525
SlogP_VSA5,0.040933431341982594
VSA_EState4,0.0393953967630127
SMR_VSA6,0.033961384805404615
BCUT2D_CHGHI,0.033255348185787674
PEOE_VSA13,0.030130950794599605
SlogP_VSA6,0.02730888212761018
fr_aryl_methyl,0.025836858152806487
fr_Ar_COO,0.025836858152806487
SlogP_VSA11,0.025310189620309856
Kappa2,0.02001651502151508
PEOE_VSA11,0.01722209511201473
EState_VSA10,0.013275612663988214
PEOE_VSA5,0.012535085377431317
FpDensityMorgan3,0.006954893156738948
SlogP_VSA2,0.0024872157996270435
BCUT2D_LOGPHI,0.001466639036802584
SlogP_VSA3,0.0009911076698084316
BertzCT,0.0008131734250831233
EState_VSA3,0.0006361868953542265
VSA_EState8,0.0005877334912990934
fr_furan,0.0005595339470995211
EState_VSA4,0.00034567606294338304
fr_Nhpyrrole,0.0
fr_morpholine,0.0
fr_nitro,0.0
fr_nitro_arom,0.0
fr_nitro_arom_nonortho,0.0
fr_nitroso,0.0
fr_oxazole,0.0
fr_oxime,0.0
fr_para_hydroxylation,0.0
EState_VSA2,0.0
fr_phos_ester,0.0
fr_piperdine,0.0
fr_piperzine,0.0
fr_priamide,0.0
TPSA,0.0
fr_pyridine,0.0
SlogP_VSA8,0.0
fr_sulfide,0.0
SMR_VSA9,0.0
fr_sulfone,0.0
fr_term_acetylene,0.0
fr_tetrazole,0.0
fr_thiazole,0.0
fr_thiocyan,0.0
fr_thiophene,0.0
fr_unbrch_alkane,0.0
PEOE_VSA6,0.0
fr_nitrile,0.0
fr_lactone,0.0
fr_methoxy,0.0
fr_Ndealkylation1,0.0
fr_alkyl_halide,0.0
fr_allylic_oxid,0.0
fr_amide,0.0
fr_Imine,0.0
fr_aniline,0.0
fr_HOCCN,0.0
MaxPartialCharge,0.0
fr_azo,0.0
fr_barbitur,0.0
fr_benzene,0.0
fr_Ar_N,0.0
fr_bicyclic,0.0
NumSaturatedHeterocycles,0.0
fr_dihydropyridine,0.0
fr_epoxide,0.0
fr_ester,0.0
fr_ether,0.0
fr_guanido,0.0
NumAliphaticHeterocycles,0.0
fr_hdrzine,0.0
fr_hdrzone,0.0
fr_imidazole,0.0
fr_isocyan,0.0
fr_isothiocyan,0.0
fr_ketone,0.0
fr_ketone_Topliss,0.0
fr_lactam,0.0
,0.0
