Unnamed: 0,Environmental fate,SlogP_VSA11,Chi2v,NumRotatableBonds,VSA_EState1,Chi3v,MolLogP,FpDensityMorgan2,SlogP_VSA12,FpDensityMorgan3,AvgIpc,Chi1v,fr_sulfonamd,fr_NH2,NumAromaticHeterocycles,fr_aniline
Desmedipham (Ref: EP 475),Not High,5.749511833,4.253846854,4,9.933978164,2.586605007,3.8659,1.590909091,0.0,2.318181818,2.482840782,6.74845345,0,0,0,2
Desmetryn (Ref: G 34360),Not High,0.0,3.791756891,4,0.0,1.986572011,1.4555,1.785714286,11.76188495,2.285714286,2.157423348,5.622133767,0,0,1,2
Di-1-p-menthene,Not High,0.0,7.73991358,4,0.0,5.686632228,6.2856,1.631578947,0.0,2.157894737,2.385953786,8.284423609,0,0,0,0
Diafenthiuron (Ref: CGA 106630),Not High,11.49902367,8.938615779,5,6.124324688,4.326982879,6.8106,1.407407407,12.21787344,1.851851852,2.54220317,9.972756213,0,0,0,1
Di-allate (Ref: CP 15),Not High,0.0,5.33560964,4,0.0,3.464850831,4.2774,1.8,34.96376473,2.133333333,2.123934146,6.595756544,0,0,0,0
Diazinon (Ref: OMS 469),Not High,5.879988336,7.169552629,7,16.55502173,4.559747056,3.58472,1.789473684,6.718607232,2.263157895,2.276126367,8.897176455,0,0,1,0
Dicamba (Ref: SAN 837H),High,5.749511833,3.057009703,2,4.821018519,2.089385623,2.7002,1.923076923,23.20187978,2.307692308,2.074042197,4.0846804,0,0,0,0
Dichlobenil (Ref: H 133),Not High,0.0,2.522862337,0,0.0,1.704506472,2.86508,1.7,23.20187978,2.0,1.880908087,3.351517153,0,0,0,0
Dichlofenthion (Ref: ENT 17470),High,5.749511833,6.727469556,6,16.25726049,4.634191127,4.6697,1.764705882,29.92048701,2.235294118,2.228817749,8.353950613,0,0,0,0
Dichlofluanid (Ref: BAY 47531),Not High,0.0,8.405726155,5,36.31422729,5.163687787,3.006,1.722222222,35.14980275,2.111111111,2.253130263,7.607133355,0,0,0,1
Dichlorophen,Not High,11.49902367,4.595716809,2,0.0,2.934179289,3.9954,1.176470588,23.20187978,1.588235294,2.284028026,5.764281539,0,0,0,0
Dichlorprop (Ref: RD 406),High,5.749511833,3.516697089,3,5.071404321,2.075905478,2.8453,2.142857143,23.20187978,2.642857143,2.091029637,4.605510043,0,0,0,0
Dichlorprop-P (Ref: BAS 044H),High,5.749511833,3.516697089,3,5.071404321,2.075905478,2.8453,2.142857143,23.20187978,2.642857143,2.091029637,4.605510043,0,0,0,0
Dichlorvos (Ref: OMS 14),High,0.0,4.168675611,4,24.10706019,2.154314246,2.6804,1.818181818,31.0245769,2.090909091,2.002582242,4.665657625,0,0,0,0
Diclofop-methyl (Ref: HOE 023408),Not High,17.2485355,5.275085753,5,15.68869248,3.321905443,4.726,1.681818182,23.20187978,2.272727273,2.506301122,7.223891177,0,0,0,0
Dicloran (Ref: RD 6584),Not High,0.0,2.894601126,1,0.0,1.900053449,2.4838,1.75,23.20187978,2.083333333,1.986726998,3.666024261,0,1,0,1
Dicofol (Ref: ENT 23648),High,0.0,7.3760593,2,-1.963631897,4.258684609,5.5995,0.95,58.00469945,1.2,2.379612607,7.451074755,0,0,0,0
Dicrotophos (Ref: OMS 253),High,0.0,4.698600017,5,25.45193594,2.87653764,1.3959,1.733333333,7.822697123,2.066666667,2.167043973,5.611019359,0,0,0,0
Dicyclopentadiene,High,0.0,3.853371151,0,0.0,3.455101994,2.3846,1.9,0.0,2.8,2.596571551,4.299659829,0,0,0,0
Dieldrin (Ref: ENT 16225 ),High,0.0,9.581833664,0,4.346471403,10.2157933,4.4814,1.263157895,69.60563934,1.684210526,2.911522369,8.516931628,0,0,0,0
Dienochlor (Ref: SAN 804),High,0.0,7.986413805,1,0.0,8.629341252,7.7256,0.55,116.0093989,0.7,2.676096589,8.419467095,0,0,0,0
Diethofencarb (Ref: S 1605),Not High,11.49902367,4.106603045,6,15.93048984,2.132533379,3.4409,1.789473684,0.0,2.368421053,2.315881219,6.436497083,0,0,0,1
Difenacoum,High,5.749511833,9.024144183,3,5.631991005,7.074584531,7.0275,1.411764706,0.0,2.235294118,2.890003946,11.66705425,0,0,1,0
Difenoconazole (Ref: CGA 169374),High,11.49902367,7.126713452,5,19.62201852,4.744426422,4.6655,1.962962963,23.20187978,2.592592593,3.27553514,9.172343747,0,0,1,0
Difenoxuron (Ref: C3470),Not High,17.2485355,4.626547889,4,10.79822011,2.806904457,3.581,1.380952381,0.0,1.857142857,2.496181002,6.48551327,0,0,0,1
Difenzoquat (Ref: BAS 450H),Not High,0.0,4.694082792,2,4.356481481,3.559823113,3.1836,1.315789474,0.0,1.894736842,2.773862437,6.440358261,0,0,1,0
Difethialone (Ref: OMS 3053),High,5.063207535,11.10954865,3,1.891955431,8.656336243,8.2585,1.457142857,27.26672978,2.228571429,2.889728653,13.37621493,0,0,1,0
Diflubenzuron (Ref: OMS 1804),Not High,0.0,4.44823578,2,26.75080722,2.77095302,3.5801,1.523809524,11.60093989,2.095238095,2.407566156,6.168543614,0,0,0,1
Diflufenican (Ref: AE 088657),High,11.62950017,5.562060327,4,70.49332585,3.571001979,5.4232,1.785714286,0.0,2.5,2.637968216,7.803832184,0,0,1,1
Dimefox,High,0.0,4.713230332,2,25.69444444,2.960223262,1.1872,1.333333333,7.754052892,1.333333333,1.650454725,4.043669492,0,0,0,0
Dimefuron (Ref: RP 23465),High,0.0,6.732896181,2,6.28756303,3.3253951,2.8699,2.0,11.60093989,2.47826087,2.805454681,7.360331544,0,0,1,1
Dimepiperate (Ref: MY 93),Not High,0.0,6.865999414,2,-0.156953893,4.604549021,4.2608,1.722222222,11.76188495,2.333333333,2.401596306,7.445614949,0,0,0,0
Dimethachlor (Ref: CGA 17020),High,0.0,4.179483273,5,5.031238898,2.872430536,2.52164,1.941176471,11.60093989,2.411764706,2.316096558,6.063842984,0,0,0,1
Dimethenamid (Ref: SAN 582H),High,0.0,5.376280796,5,5.123471277,3.838970689,2.97164,2.235294118,22.93772577,2.647058824,2.610558344,6.855550083,0,0,1,1
Dimethenamid-P,Not High,0.0,5.376280796,5,5.123471277,3.838970689,2.97164,2.235294118,22.93772577,2.647058824,2.610558344,6.855550083,0,0,1,1
Dimethipin (Ref: N 252),High,0.0,7.250349435,0,44.62981481,6.398782977,0.081,1.083333333,0.0,1.333333333,1.960615929,6.706795679,0,0,0,0
Dimethirimol (Ref: PP675),High,0.0,3.967096733,4,0.0,2.421510732,1.48692,2.066666667,0.0,2.533333333,2.159043871,5.330031901,0,0,1,1
Dimethoate (Ref: OMS 94),High,0.0,8.282878706,5,9.937057823,6.75527273,0.9829,2.083333333,17.0752624,2.416666667,2.131898768,7.371979981,0,0,0,0
Dimethomorph (Ref: CME 151),Not High,11.49902367,6.508762303,5,16.06926801,4.692317252,3.6477,1.62962963,11.60093989,2.259259259,2.724168314,9.065979671,0,0,0,0
Dimoxystrobin (Ref: BAS 505F),Not High,5.749511833,5.41636572,6,5.958493481,3.624019465,2.97894,1.916666667,0.0,2.625,2.59927252,7.680290231,0,0,0,0
Dinitramine (Ref: USB 3584),Not High,0.0,4.238410578,5,38.67995323,3.057610541,2.9502,1.681818182,0.0,2.0,2.37304943,6.130758344,0,1,0,2
Dinobuton (Ref: OMS 1056),Not High,5.749511833,5.225430472,6,9.798399313,3.150942469,3.9403,1.782608696,0.0,2.217391304,2.444304907,7.020490732,0,0,0,0
Dinocap (Ref: ENT 24727),Not High,5.749511833,6.068947162,10,5.171724616,4.017341295,5.0584,1.884615385,0.0,2.423076923,2.578595796,8.625322525,0,0,0,0
Dinoseb (Ref: HOE 26150),High,5.749511833,3.726245132,4,0.0,2.654848684,2.7221,1.882352941,0.0,2.294117647,2.27068498,5.03719815,0,0,0,0
Dinoterb (Ref: LS 63133),High,5.749511833,4.625282605,2,0.0,2.290090157,2.5061,1.647058824,0.0,2.0,2.145424877,4.805817675,0,0,0,0
Dioxacarb (Ref: C8353),High,5.749511833,3.250854564,2,15.81890826,2.201509458,1.4502,2.0625,0.0,2.75,2.828349044,5.027152629,0,0,0,0
Diphacinone,High,0.0,6.363846858,4,0.0,4.81720751,4.083,1.0,0.0,1.423076923,2.945078715,8.493140718,0,0,0,0
Diphenamid (Ref: L 34314),Not High,0.0,4.487044766,3,0.0,2.9535353,2.9067,1.222222222,0.0,1.555555556,2.410777191,6.009550743,0,0,0,0
Diquat dibromide,High,0.0,3.558545534,0,4.601851852,2.725529657,-5.0498,1.125,0.0,1.5625,2.289326906,4.923417176,0,0,2,0
Disulfoton (Ref: ENT 23347),Not High,0.0,10.1363342,9,11.01498913,7.97686825,3.7702,1.642857143,28.83714735,2.071428571,2.134451443,10.17852728,0,0,0,0
Dithianon (Ref: BAS 216F),Not High,0.0,5.989301049,0,0.489351852,5.29734648,2.15134,1.2,22.67357176,1.55,2.508622343,7.132301898,0,0,0,0
Dithiopyr (Ref: RH 101664),Not High,0.0,7.011872015,5,66.77089357,4.345202797,5.2429,1.52,23.5237699,1.88,2.501370668,9.488256344,0,0,1,0
Diuron (Ref: DPX 14740),High,0.0,3.767867972,1,0.0,2.316081626,3.0869,1.928571429,23.20187978,2.428571429,2.109223262,4.694085425,0,0,0,1
DNOC (Ref: ENT 154),Not High,5.749511833,2.644620172,2,0.0,1.672647938,1.51702,1.785714286,0.0,2.214285714,2.079653997,3.555817675,0,0,0,0
Dodemorph,High,0.0,7.12437503,1,5.902683184,5.038945837,4.7689,1.05,0.0,1.5,2.377945836,9.149752643,0,0,0,0
Dodine (Ref: BAS 365F),Not High,0.0,5.007584788,11,0.0,2.806044858,3.2716,1.25,0.0,1.6,2.34698613,7.752022557,0,2,0,0
Endosulfan (Ref: OMS 570),High,0.0,8.767340035,0,19.74662982,8.946869492,3.6898,1.315789474,69.60563934,1.684210526,2.543555691,8.45621071,0,0,0,0
Endothal,Not High,0.0,3.518378596,2,5.258425926,2.84357504,-0.0508,1.384615385,0.0,1.692307692,2.59770457,4.220713257,0,0,0,0
Endrin,High,0.0,9.581833664,0,4.346471403,10.2157933,4.4814,1.263157895,69.60563934,1.684210526,2.911522369,8.516931628,0,0,0,0
Epoxiconazole (Ref: BAS 480F),Not High,0.0,5.916047071,4,21.05107429,4.422682641,3.7376,1.956521739,11.60093989,2.652173913,3.022908188,7.574399811,0,0,1,0
EPTC (Ref: R 1608),Not High,0.0,3.901234637,5,0.0,2.306884503,2.9815,1.666666667,11.76188495,2.0,2.044939768,5.659904658,0,0,0,0
Esfenvalerate (Ref: OMS 3023),Not High,11.49902367,7.643305357,7,11.43290724,4.892707137,6.67998,1.566666667,11.60093989,2.2,2.740558859,10.03890477,0,0,0,0
Ethaboxam (Ref: LGC 30473),Not High,0.0,6.208056146,6,0.0,4.789983044,3.19348,2.333333333,22.67357176,2.904761905,3.13593581,8.361856175,0,0,2,1
Ethalfluralin (Ref: EL 161),High,0.0,4.846366189,6,38.47979891,2.949127258,3.9242,1.652173913,0.0,1.913043478,2.413983888,6.419433479,0,0,0,1
Ethanethiol,Not High,0.0,0.948683298,0,0.0,0.0,0.9361,2.0,12.62878915,2.0,0.918295834,1.655790079,0,0,0,0
Ethephon,Not High,0.0,3.231819681,2,9.84125,1.634500108,0.4029,2.0,19.19670222,2.0,1.295836389,3.998189581,0,0,0,0
Ethiofencarb (Ref: BAY 108594),High,5.749511833,4.158652783,4,5.128343726,2.764453588,2.6579,2.2,11.76188495,2.866666667,2.275041608,5.982433684,0,0,0,0
Ethion (Ref: ENT 24105),High,0.0,15.92704316,12,22.21836987,13.56584845,5.0053,0.947368421,34.15052479,1.157894737,2.29445378,14.47873939,0,0,0,0
Ethirimol (Ref: PP149),Not High,0.0,3.627999628,5,0.0,2.354625918,1.85272,2.133333333,0.0,2.666666667,2.169220503,5.522658084,0,0,1,1
Ethofumesate (Ref: AE B049913),High,11.49902367,6.647146241,4,38.47358579,3.529308258,2.0576,2.052631579,0.0,2.631578947,2.503269649,7.876888605,0,0,0,0
Ethoprophos,High,0.0,10.1438579,8,17.34976852,9.10542455,4.4174,1.538461538,28.53600745,1.846153846,2.123846386,9.523826746,0,0,0,0
Ethoxyquin,Not High,5.749511833,4.814440904,2,5.517237812,2.761065548,3.6927,2.0625,0.0,2.75,2.178278222,5.765290202,0,0,0,1
Ethoxysulfuron (Ref: AE F095404),Not High,23.25900034,6.028705343,8,45.8154053,3.72330766,1.3378,1.666666667,0.0,2.222222222,2.618385552,8.994399388,0,0,1,1
Etofenprox (Ref: MTI 500),Not High,17.2485355,7.39659233,9,17.45740493,4.555784076,6.372,1.464285714,0.0,2.178571429,2.696321054,9.696029414,0,0,0,0
Etoxazole (Ref: S 1283),Not High,5.749511833,7.293330679,4,39.29443629,4.366067659,5.1791,1.846153846,0.0,2.461538462,3.032899162,8.731449734,0,0,0,0
Etridiazole (Ref: Olin 2424),Not High,5.193684038,4.810285321,2,7.302795729,2.065392351,2.7635,2.166666667,46.33530628,2.583333333,2.348322392,4.981661576,0,0,1,0
Etrimfos,High,11.75997667,6.299801526,7,20.90553256,4.409572727,2.3338,1.777777778,6.718607232,2.277777778,2.38254177,8.039299764,0,0,1,0
Famoxadone (Ref: JE 874),Not High,11.49902367,6.459101443,5,11.18583064,4.483986902,4.7,1.392857143,0.0,2.035714286,2.939800894,8.788299675,0,0,0,1
Fenamidone (Ref: RPA 407213),Not High,5.749511833,6.963739991,7,23.3021897,5.087074699,4.23832,2.105263158,19.50837338,2.578947368,2.274161407,9.032420979,0,0,0,0
Fenamiphos (Ref: BAY 68138),Not High,0.0,5.667938549,3,0.0,4.085556959,4.0676,1.454545455,23.20187978,2.090909091,2.559326465,7.366363519,0,0,1,0
Fenarimol (Ref: EL 222),Not High,5.879988336,6.741355704,4,5.869608253,3.955747051,4.5488,1.652173913,0.0,2.391304348,2.546676122,7.95868152,0,0,1,0
Fenazaquin (Ref: DE 436),Not High,0.0,6.215898384,6,1.72031893,4.444569843,4.02588,1.833333333,11.60093989,2.458333333,3.135511984,8.132287812,0,0,1,0
Fenbutatin oxide (Ref: ENT 27738),High,0.0,6.694333857,2,-0.917876472,3.2348183,4.099,1.9,58.00469945,2.4,2.729192883,6.818532351,0,0,1,0
Fenchlorazole (Ref: HOE 072829),High,0.0,3.47752168,1,0.0,2.082863358,3.4504,1.428571429,23.20187978,2.0,2.175555299,4.766354482,0,0,1,0
Fenclorim (Ref: CGA 123407),Not High,5.749511833,6.091586787,2,0.0,4.687329713,4.6079,1.842105263,23.20187978,2.473684211,2.400139388,7.179414746,0,0,0,1
Fenhexamid (Ref: KBR 2738),Not High,5.749511833,6.257990692,5,15.2868624,4.47626705,2.79932,1.941176471,6.718607232,2.352941176,2.281673036,7.133745112,0,0,0,0
Fenitrothion (Ref: OMS 43),Not High,5.749511833,4.0166565,3,5.06779321,2.643840889,3.4987,1.8,34.80281967,2.333333333,2.134167331,5.089123419,0,0,0,0
Fenoprop,Not High,5.749511833,4.923581724,6,5.555887188,3.246192997,3.2604,1.941176471,11.76188495,2.588235294,2.340563568,6.704038856,0,0,0,0
Fenothiocarb (Ref: KCO 3001),Not High,17.57580793,5.613849954,6,21.4852614,3.52623509,4.6039,1.92,11.60093989,2.64,2.977718298,8.099939978,0,0,1,0
Fenoxaprop-ethyl,Not High,17.57580793,5.613849954,6,21.4852614,3.52623509,4.6039,1.92,11.60093989,2.64,2.977718298,8.099939978,0,0,1,0
Fenoxaprop-P-ethyl (Ref: AE F046360),Not High,17.2485355,4.382227711,7,15.94650349,2.718200094,3.6038,1.590909091,0.0,2.272727273,2.543058874,7.140681975,0,0,0,0
Fenoxycarb (Ref: OMS 3010),Not High,0.0,3.781038494,1,0.0,2.926633679,3.86018,1.933333333,23.20187978,2.666666667,2.696646824,5.006217691,0,0,1,0
Fenpiclonil (Ref: CGA 142705),High,11.49902367,7.810018891,5,11.32522156,5.747436614,5.26898,1.615384615,0.0,2.192307692,3.023605365,8.70123212,0,0,0,0
Fenpropathrin (Ref: OMS 1999),Not High,0.0,7.617487632,4,0.0,4.422680968,4.6486,1.6,0.0,2.15,2.389740843,8.267450744,0,0,0,0
Fenpropidin (Ref: CGA 114900),High,0.0,8.232079435,4,5.819561472,4.469230637,4.2719,1.636363636,0.0,2.136363636,2.361439647,8.710052384,0,0,0,0
Fenpropimorph (Ref: CGA 101031),Not High,11.62950017,8.04972042,7,12.98674686,4.247921227,5.02682,1.774193548,0.0,2.419354839,2.976671062,9.96877546,0,0,1,0
Fenpyroximate (Ref: NNI 850),Not High,5.749511833,7.032090108,5,15.6800463,5.375508648,3.61302,1.875,18.48049218,2.3125,2.290019241,8.38210725,0,0,0,0
Fentin hydroxide,High,0.0,2.690605159,1,0.0,1.431240355,1.7801,1.833333333,0.0,2.333333333,2.057052417,3.732841737,0,0,0,1
Fenuron,High,11.49902367,7.643305357,7,11.43290724,4.892707137,6.67998,1.566666667,11.60093989,2.2,2.740558859,10.03890477,0,0,0,0
Ferbam (Ref: ENT 14689),Not High,0.0,6.810321767,2,88.35106728,4.703389038,4.27918,1.653846154,23.20187978,2.038461538,2.802647475,8.030334573,0,1,1,1
Fipronil (Ref: BAS 350l),Not High,0.0,6.208407085,5,18.7054092,3.790806625,4.466,1.72,11.60093989,2.28,2.578191424,8.228859544,0,0,0,1
Flamprop-M-isopropyl (Ref: WL 43425),Not High,11.75997667,6.287468014,5,74.19050514,4.169446691,1.418,1.740740741,0.0,2.259259259,2.595752796,8.379485546,1,0,2,1
Flazasulfuron (Ref: OK 1166),High,11.49902367,10.08850353,5,49.81488492,7.623642952,7.9583,1.575,0.0,2.325,2.958073687,12.99103723,0,0,1,0
Flocoumafen (Ref: BAS 322l),High,0.0,2.759809266,2,37.3742902,1.699102408,1.35378,2.25,0.0,2.8125,2.244582561,4.128865816,0,0,1,0
Flonicamid (Ref: IKI 220),High,6.01046484,6.00092627,4,72.49613713,4.019480625,1.351,1.833333333,0.0,2.458333333,2.986780253,7.736595763,1,0,2,1
Florasulam (Ref: DE 570),High,17.379012,5.737467707,8,53.49659586,3.496822107,5.0033,1.777777778,0.0,2.333333333,2.628794057,8.437608645,0,0,1,0
Fluazifop-butyl (Ref: SL 236),Not High,17.379012,5.737467707,8,53.49659586,3.496822107,5.0033,1.777777778,0.0,2.333333333,2.628794057,8.437608645,0,0,1,0
Fluazifop-P-butyl (Ref: R154875),Not High,0.0,5.955167142,4,77.03458329,3.985677125,5.986,1.551724138,23.20187978,1.965517241,2.533954585,7.620478537,0,0,1,2
Fluazinam (Ref: IKF 1216),Not High,0.0,6.598724159,3,58.63787496,4.196274007,5.2261,1.96,27.53088379,2.44,2.720957164,8.10263498,0,0,1,0
Fluazolate,High,0.0,8.169397416,7,27.35082291,5.37881779,5.911,1.617647059,11.60093989,2.235294118,3.636126114,10.89349204,0,0,0,1
Flucycloxuron (Ref: OMS 3041),High,17.2485355,7.602857848,9,40.50162096,4.875995272,6.62798,1.515151515,0.0,2.121212121,2.788355698,10.34822025,0,0,0,0
Flucythrinate (Ref: OMS 2007),Not High,11.49902367,3.694821692,1,34.87524085,2.58469929,2.87488,2.0,0.0,2.777777778,2.889343402,5.066785326,0,0,1,0
Fludioxonil (Ref: CGA 173506),Not High,5.193684038,5.933525349,5,55.28999467,3.738541189,3.5164,1.875,11.33678588,2.375,2.95955952,7.609844457,0,0,1,1
Flufenacet (Ref: FOE 5043),Not High,11.49902367,6.798781939,4,84.86924318,4.388022121,6.5303,1.545454545,11.60093989,2.121212121,2.702681557,9.237421389,0,0,0,1
Flufenoxuron (Ref: BAS 3071),High,0.0,4.530918685,2,27.25419444,3.109603014,3.5322,1.285714286,11.60093989,1.904761905,2.484027399,6.310705579,0,0,1,0
Diflovidazin (Ref: SZ1 121),Not High,0.0,5.986173362,3,54.31214778,3.893184025,1.51172,1.818181818,0.0,2.5,2.867815237,7.518574424,1,0,2,1
Flumetsulam (Ref: DE 498),High,5.749511833,6.353956116,2,19.93589152,4.85202909,1.9281,1.730769231,0.0,2.346153846,2.887764982,8.336004942,0,0,0,2
Flumioxazin (Ref: S 53482),Not High,0.0,3.403143417,1,37.02226899,1.847349202,2.7989,1.9375,0.0,2.4375,2.162834922,4.460472049,0,0,0,1
Fluometuron,High,0.0,5.651205536,3,37.57839805,3.808119792,4.9906,1.739130435,34.80281967,2.260869565,2.443384756,7.270865792,0,0,1,0
Fluopicolide (Ref: AE C638206),High,0.0,0.599943464,1,10.6412037,0.131706148,-0.5588,2.2,0.0,2.2,1.378783493,1.113613912,0,1,0,0
Fluoroacetamide,High,11.49902367,5.558158686,6,47.67863619,3.493751809,4.3007,1.857142857,11.60093989,2.392857143,2.597359732,7.585172381,0,0,0,0
Fluoroglycofen,Not High,23.25900034,6.536454948,7,31.8012596,4.375869057,4.5645,1.6875,11.60093989,2.375,2.824234295,9.692822112,0,0,1,0
Flupyrsulfuron-methyl-sodium,High,0.0,5.993257428,2,16.18355569,4.124673576,3.4123,1.92,23.20187978,2.64,3.10544638,7.82750389,0,0,2,0
Fluquinconazole (Ref: AE C597265),High,0.0,5.285231722,3,42.46776375,3.407558368,4.1723,1.95,22.93772577,2.55,2.793230957,6.517012304,0,0,1,0
Flurazole (Ref: MON 4606),Not High,0.0,5.524731348,2,40.45291339,3.7404152,4.7381,1.416666667,0.0,2.041666667,2.565963869,7.294083306,0,0,1,0
Fluridone,Not High,0.0,5.091878116,2,37.86264073,3.955673156,3.5144,2.052631579,23.20187978,2.578947368,2.651655739,6.500821867,0,0,0,1
Flurochloridone (Ref: R 40244),Not High,5.879988336,3.187748137,3,17.52898164,2.098701633,1.5731,2.133333333,23.20187978,2.666666667,2.179692921,4.332847999,0,1,1,1
Fluroxypyr (Ref: DOW 43304-H),High,5.749511833,5.120415264,4,40.37185872,3.364226611,3.2671,1.545454545,0.0,2.0,2.459886768,6.573690504,0,0,1,0
Flurprimidol (Ref: EL 500),Not High,0.0,5.305513138,3,44.4134928,3.755253453,3.934,1.75,0.0,2.375,2.913874629,7.270298337,0,0,0,0
Flurtamone (Ref: RPA 590515),Not High,0.0,9.574095537,4,28.26836231,8.079186574,1.9885,1.409090909,0.0,1.818181818,3.00861419,9.63038238,0,0,1,0
Flusilazole (Ref: DPX H6573),High,0.0,7.162972025,4,65.00249358,4.966811193,4.7212,1.68,23.20187978,2.2,2.475747327,8.490407913,1,0,0,1
Flusulfamide (Ref: MTF 651),Not High,5.749511833,5.191904635,4,44.35392273,2.940780452,4.7449,1.782608696,0.0,2.434782609,2.457102135,7.014315273,0,0,0,1
Flutolanil (Ref: NNF 136),High,0.0,4.940074213,4,28.74837144,3.498612086,2.4924,1.772727273,0.0,2.409090909,3.006180664,6.652865461,0,0,1,0
Flutriafol (Ref: PP 450),High,0.0,7.100942799,1,-0.883899282,3.293889834,3.2585,1.4375,46.75074264,1.8125,2.427765301,6.043747277,0,0,0,0
Folpet,Not High,11.49902367,7.540094473,5,67.23562998,4.026004898,3.7487,1.857142857,11.60093989,2.357142857,2.535133178,9.398206075,1,0,0,0
Fomesafen (Ref: PP 021),High,0.0,10.29588796,5,5.671445578,8.207573532,4.1446,1.928571429,16.8483276,2.428571429,2.195298907,9.008685936,0,0,0,0
Fonofos (Ref: N-2790),Not High,11.75997667,7.659428981,8,37.34430135,5.054041684,0.2743,1.677419355,0.0,2.193548387,2.719971034,9.959960749,1,0,1,2
Foramsulfuron (Ref: AE F130360),High,0.0,3.699638784,2,0.0,2.22279172,3.379,1.764705882,11.60093989,2.470588235,2.296688147,5.362918882,0,0,1,2
Forchlorfenuron (Ref: KT 30),High,0.0,0.0,0,0.0,0.0,-0.1849,1.5,0.0,1.5,1.0,0.288675135,0,0,0,0
Formaldehyde,High,5.749511833,3.345055899,3,4.973459467,1.670038426,1.6262,2.25,0.0,2.875,2.264893165,4.818171409,0,0,0,0
Formetanate (Ref: SN 36056),Not High,0.0,8.719755302,6,9.916685091,7.005083358,0.8517,2.071428571,17.0752624,2.428571429,2.236627434,7.786701524,0,0,0,0
Formothion (Ref: SAN 6913I),High,0.0,3.016211517,3,14.49976852,1.747780597,0.287,2.333333333,7.595762327,2.444444444,1.650309744,3.854846704,0,1,0,0
Fosetyl-aluminium (Ref: RP 32545),High,0.0,9.204770844,6,19.40893519,8.508343103,3.8315,2.3125,29.86502854,2.75,2.648594827,9.456563374,0,0,0,0
Fosthiazate (Ref: IKI 1145),Not High,0.0,3.079860675,1,5.25534486,2.14394424,2.8229,2.0,0.0,2.785714286,2.862069984,4.419732072,0,0,2,0
Fuberidazole,Not High,0.0,5.092005106,4,9.995991355,3.560751663,3.10474,1.772727273,0.0,2.272727273,3.030792671,6.981243758,0,0,1,1
Furalaxyl (Ref: IPE 134),Not High,11.49902367,7.954150609,6,18.90579551,4.522884419,4.2624,1.923076923,12.13396098,2.615384615,2.893350434,9.312860551,0,0,0,0
Furathiocarb (Ref: CGA 73102),Not High,0.0,1.133270707,1,4.614583333,0.659336941,1.0921,2.571428571,0.0,2.857142857,2.139132575,1.919545602,0,0,1,0
Furfural,High,11.49902367,8.178015538,6,49.24236891,5.592591845,6.54398,1.806451613,11.60093989,2.419354839,3.257324765,9.79046734,0,0,0,0
Gamma-cyhalothrin (Ref: DE 225),Not High,0.0,5.690274214,0,0.0,5.856709921,3.6444,0.416666667,69.60563934,0.5,2.081571824,5.927922024,0,0,0,0
Lindane (Ref: OMS 17),High,0.0,8.936414125,1,5.873327192,8.121037466,1.0271,2.16,0.0,2.84,2.946904276,8.860878777,0,0,0,0
Gibberellic acid,High,0.0,5.037941427,4,10.62828704,2.245733671,-1.2699,2.166666667,7.36882753,2.416666667,1.804429662,5.376551691,0,1,0,0
Glufosinate-ammonium (Ref: HOE 039866),Not High,0.0,3.288909465,4,10.05175076,1.229549158,-1.2042,2.0,7.595762327,2.3,1.592909786,4.18479697,0,0,0,0
Glyphosate (Ref: MON 0573),Not High,0.0,6.605813161,18,0.0,4.112089717,1.804,0.8,0.0,1.16,2.560521457,9.941476447,0,4,0,0
Guazatine (Ref: EM 379),Not High,0.0,6.561664907,2,0.0,3.466385857,3.9257,1.47826087,11.60093989,2.0,2.519096759,7.628066201,0,0,0,0
Halofenozide (Ref: RH 0345),High,17.379012,5.087711566,5,48.0482155,3.104411756,4.398,1.833333333,11.60093989,2.333333333,2.496031503,6.944922758,0,0,1,0
Haloxyfop-P (Ref: DE 535 acid),High,0.0,8.286387401,0,-1.481635802,8.605798467,5.2415,1.411764706,81.20657923,2.0,2.732650551,7.550350864,0,0,0,0
Heptachlor (Ref: ENT 15152),High,0.0,5.626466814,4,26.30143802,4.442074443,3.0602,2.133333333,19.42363701,2.733333333,2.699070987,6.422304516,0,0,0,0
Heptenophos (Ref: OMS 1845),Not High,0.0,4.151680257,0,0.0,4.004411557,5.607,0.416666667,69.60563934,0.5,2.081571824,4.901680257,0,0,0,0
Hexachlorobenzene (Ref: ENT 1719),High,0.0,5.696002915,6,1.611702412,3.81434855,3.6629,2.15,23.20187978,2.75,2.884814351,7.308770976,0,0,1,0
Hexaconazole (Ref: PP 523),High,5.749511833,6.052883085,5,81.31767849,3.726724361,5.4702,1.551724138,23.20187978,2.034482759,2.573316043,8.080147335,0,0,0,1
Hexaflumuron (Ref: XRD 473),High,0.0,5.092232192,2,2.766037415,3.53458443,0.5132,1.777777778,0.0,2.333333333,2.347452991,6.389832132,0,0,1,1
Hexazinone (Ref: DPX A3674),High,0.0,7.780186822,2,0.0,6.190290351,4.9807,1.869565217,23.36282484,2.52173913,2.836892418,9.37598436,0,0,0,0
Hexythiazox (Ref: NA 73),Not High,0.0,8.737275612,5,76.65959787,5.059600871,6.3818,1.314285714,0.0,1.685714286,2.785203395,10.64570337,0,0,0,0
