Name,Environmental fate,Ecotoxicity,Human health,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Diflufenzopyr (Ref: HSDB 7010),Moderate,Moderate,High,CC(=NNC(=O)NC1=CC(=CC(=C1)F)F)C2=C(C=CC=N2)C(=O)O,10.311216143864954,10.311216143864954,0.30720214474678764,-0.969297577055513,0.8301975444958708,10.133333333333333,202.20899999999995,192.12899999999996,202.06299418,76.0,0.0,0.3412221231552334,-0.48189575899438847,0.48189575899438847,0.3412221231552334,1.1333333333333333,1.8666666666666667,2.6,16.50224234595318,10.119940267710927,1.994625444799892,-2.0375611630193435,2.1972760050830638,-2.086636156956185,5.83346445318156,-0.13880684146514477,2.2587887414620567,2.264114487813849,490.94614329904033,10.673362107437432,8.012268841941614,8.012268841941614,7.25402019542349,4.58946775430414,4.58946775430414,3.191370620827132,3.191370620827132,2.083241181976669,2.083241181976669,1.4022615665602602,1.4022615665602602,-2.03,3311.384294983375,9.522159782005515,4.002881593971449,2.255082717534503,86.91225296177205,9.843390348640755,5.749511833283905,6.606881964512918,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,30.33183534230805,22.90518256585281,0.0,0.0,14.637927532712576,16.74175371688144,0.0,0.0,0.0,0.0,6.606881964512918,42.46456947923127,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,17.682714647305474,4.794537184071822,0.0,0.0,42.46456947923127,0.0,10.772448428929591,0.0,46.53,5.969305287951849,4.794537184071822,0.0,6.606881964512918,5.749511833283905,10.772448428929591,0.0,6.06636706846161,36.39820241076966,0.0,9.843390348640755,5.075982615268329,0.0,10.311216143864954,10.616369362559839,0.0,-0.38957535483329053,13.359876044553623,0.0,-0.30720214474678764,0.0,0.08333333333333333,15.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,2.3032,57.07880000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indanofan (Ref: MK 243),Moderate,Moderate,Moderate,CCC1(C(=O)C2=CC=CC=C2C1=O)CC3(CO3)C4=CC(=CC=C4)Cl,9.0,9.0,0.8333333333333333,-0.8333333333333333,0.4298828832001217,6.25,60.05200000000001,56.02,60.021129368000004,24.0,0.0,0.2996845531582142,-0.481433475172105,0.481433475172105,0.2996845531582142,2.0,2.0,2.0,16.36392906806316,10.854985217204096,1.6509951854331453,-1.5897739953032324,1.4156543939895587,-1.7770437432804953,5.624779759282926,-0.1339289924624054,0.8112781244591328,2.8030394876740514,27.019550008653873,3.5773502691896257,2.355461885963821,2.355461885963821,1.7320508075688772,0.9277309429819105,0.9277309429819105,0.5190180358994382,0.5190180358994382,0.0,0.0,0.0,0.0,-0.53,3.2451124978365313,3.4699999999999998,0.8748582995951415,1.1560092559629747,24.059948994465934,5.106527394840706,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,6.923737199690624,0.0,0.0,0.0,0.0,37.3,5.969305287951849,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,9.901064578912528,0.0,0.0,9.0,7.416666666666666,0.0,-0.8333333333333333,0.0,0.0,1.0833333333333333,0.0,0.5,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09089999999999993,13.309800000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyphenothrin (Ref: S 2703),Moderate,High,Moderate,CC(=CC1C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,11.331179013386805,11.331179013386805,0.11665800739086829,-1.787766746752437,0.6812781238737133,14.714285714285714,334.865,311.68100000000004,334.10055789600005,120.0,0.0,0.3045316414862744,-0.4908492958956945,0.4908492958956945,0.3045316414862744,1.2380952380952381,1.8571428571428572,2.380952380952381,35.495663773221466,9.870924144948184,2.135150105775505,-2.1916654529634103,2.238423036495799,-2.2030852713952815,7.7472255249490285,0.13694291585762214,2.4213587579463667,2.391393303242173,441.98199381222287,15.880468888623982,12.927277614836315,14.499703141782497,9.824717068335381,6.841403681428907,8.375926165253754,5.707305548511619,6.921670662110101,2.704593628396193,3.7036814282363326,1.5539569822578567,2.3213731235711954,-0.6200000000000001,30557.54752528315,18.429067713444553,8.733290352322985,7.268227870921217,134.15204602016067,4.736862953800049,18.460360185545124,0.0,0.0,0.0,11.361316488136412,8.366170865299415,0.0,4.208898492164469,11.600939890232516,32.903945735995094,30.034913297707618,5.880003444970339,6.606881964512918,17.311932311263934,22.962256378368927,0.0,0.0,0.0,39.21390565590758,19.093767373996176,29.828919765543436,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,11.600939890232516,29.406632253908946,25.142477822832607,0.0,33.25840029045949,24.26546827384644,0.0,0.0,0.0,44.760000000000005,11.361316488136412,4.208898492164469,0.0,24.00584226662834,6.606881964512918,5.749511833283905,5.563451491696996,6.923737199690624,24.26546827384644,20.771211599071872,24.703973709331983,26.87887307034418,3.640612292989741,0.0,0.0,1.3617752909390846,1.0333545821069758,7.938204877834206,-0.3440263999118167,8.74120628569763,0.0,0.6,21.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,6.0,8.0,0.0,0.0,0.0,1.0,3.6021000000000027,85.99840000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fenobucarb (Ref: BAY 41367C),Moderate,Moderate,High,CCC(C)C1=CC=CC=C1OC(=O)NC,3.303888888888889,3.303888888888889,1.1191666666666666,1.1191666666666666,0.7258030102508874,9.538461538461538,169.227,158.13899999999998,169.089149352,64.0,0.0,0.038370136695393395,-0.3555271921456535,0.3555271921456535,0.038370136695393395,0.5384615384615384,0.9230769230769231,1.3076923076923077,14.865982160427457,10.255138394991464,1.8936497429581536,-2.0400310265981116,2.138511645082538,-1.8733012552351929,5.582914533668937,1.5509492288598576,2.2079419864076595,2.1614757505786617,315.89864866417315,8.932875131431278,7.27350269189626,7.27350269189626,6.449489742783179,4.321367205045919,4.321367205045919,2.857050807568879,2.857050807568879,1.8362532712920927,1.8362532712920927,1.2096390384386815,1.2096390384386815,-1.7599999999999993,1589.7182302135147,7.866895638429664,3.7642110484220974,2.089799938442597,78.03835950916906,5.316788604006331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,24.26546827384644,11.374772549367124,0.0,0.0,11.374772549367124,0.0,0.0,0.0,0.0,5.316788604006331,60.6636706846161,0.0,0.0,5.316788604006331,11.374772549367124,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,0.0,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,11.374772549367124,0.0,0.0,60.6636706846161,5.316788604006331,0.0,0.0,0.0,0.0,3.303888888888889,2.2383333333333333,0.0,20.29111111111111,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.430200000000001,56.16670000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XMC (Ref: H 69),Moderate,High,High,CC1=CC(=CC(=C1)OC(=O)NC)C,9.563947467876039,9.563947467876039,0.3275000000000001,0.3275000000000001,0.6969384886852023,9.846153846153847,170.21099999999996,160.13099999999997,170.07316494,64.0,0.0,0.12289837673033287,-0.5073115203655633,0.5073115203655633,0.12289837673033287,0.6923076923076923,1.3076923076923077,2.0,16.255354927149174,10.0535447460857,1.9973223082796479,-2.022870412107926,2.271501489445509,-1.7615499441841564,5.690478934234135,0.4771170417184083,2.19842910774492,2.5360704460016144,392.8790477621569,9.096011838247808,7.143366018206592,7.143366018206592,6.377010097711746,4.211640669462565,4.211640669462565,2.8831744622183133,2.8831744622183133,1.9888436412600141,1.9888436412600141,1.3354606692423185,1.3354606692423185,-1.7599999999999996,1459.756927542627,7.866895638429664,3.3149108204518427,1.5411515777004618,77.282731077757,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53093654769288,11.629818560158606,5.563451491696996,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,54.59730361615449,0.0,16.876414816677897,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,54.59730361615449,0.0,11.126902983393991,0.0,20.23,0.0,5.106527394840706,0.0,0.0,5.749511833283905,11.126902983393991,0.0,6.06636706846161,48.53093654769288,0.0,0.0,0.0,0.0,0.0,9.563947467876039,1.920092592592593,0.3275000000000001,17.18845993953137,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.059200000000001,53.54280000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPN (Ref: OMS 219),Moderate,High,High,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],7.319444444444445,7.319444444444445,1.4305555555555556,1.4305555555555556,0.3869805798690774,2.6666666666666665,41.053,38.028999999999996,41.026549096,16.0,0.0,0.05871482377124906,-0.1986584259265234,0.1986584259265234,0.05871482377124906,2.0,2.0,2.0,14.199772541067192,10.95508811650909,1.1727325265919901,-1.1465232203603164,1.2146152150896594,-1.100101722274293,4.507020971444977,1.4896531954173182,0.9182958340544894,2.475534205527556,24.264662506490403,2.7071067811865475,1.9472135954999579,1.9472135954999579,1.4142135623730951,0.7236067977499789,0.7236067977499789,0.22360679774997896,0.22360679774997896,0.0,0.0,0.0,0.0,-0.51,2.7548875021634682,2.490000000000001,1.4900000000000018,1.489999999999999,19.496772823694872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,0.0,0.0,6.923737199690624,6.069221312792274,0.0,0.0,5.261891554738487,0.0,0.0,6.923737199690624,0.0,0.0,0.0,6.069221312792274,0.0,0.0,0.0,0.0,0.0,0.0,11.33111286753076,6.923737199690624,0.0,0.0,0.0,0.0,23.79,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.069221312792274,0.0,0.0,5.261891554738487,0.0,0.0,0.0,7.319444444444445,0.0,0.0,1.75,0.0,1.4305555555555556,0.0,0.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52988,11.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cycloprothrin (Ref: OMS 3049),High,Moderate,Moderate,CCOC1=CC=C(C=C1)C2(CC2(Cl)Cl)C(=O)OC(C#N)C3=CC(=CC=C3)OC4=CC=CC=C4,4.826388888888888,4.826388888888888,1.6111111111111107,-1.6111111111111107,0.4697955363527546,12.0,153.823,153.823,151.87541072,32.0,0.0,0.26568521128753525,-0.06642130282188381,0.26568521128753525,0.06642130282188381,0.8,0.8,0.8,35.625388254184024,11.841611745815971,2.1078899801062283,-1.9056260716405768,2.293436919704575,-1.806036919704575,6.831492563030869,1.7555074369691306,0.7219280948873623,3.0237157840738176,19.11941547876375,4.5,2.011857892036909,5.035573676110727,2.0,0.7559289460184544,2.2677868380553634,0.42857142857142844,3.857142857142857,0.0,0.0,0.0,0.0,1.16,3.6096404744368114,6.16,1.7418482569208207,38.291985731272305,49.952315935356246,0.0,0.0,0.0,0.0,3.2517177575741014,0.0,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,0.0,3.2517177575741014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,3.2517177575741014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2517177575741014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,-1.6111111111111107,19.305555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5529,26.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benquinox (Ref: BAY 15080),Moderate,High,Moderate,C1=CC=C(C=C1)C(=O)NNC2=CC=C(C=C2)N=O,11.012708333333334,11.012708333333334,0.20428240740740744,0.20428240740740744,0.5017552817864147,24.3,138.21,124.09799999999997,138.104465068,56.0,0.0,0.15567809158093762,-0.2948441306074027,0.2948441306074027,0.15567809158093762,1.4,2.0,2.4,16.137704947021778,9.772371899906938,2.2466033592633106,-2.26620953273921,2.323749925339483,-2.20244917389957,5.9122073310487195,-0.11651521530418679,1.5428442156949502,2.798154170206286,186.90494715593388,7.776020881938894,6.899812122026583,6.899812122026583,4.494800481421251,3.6956879767946527,3.6956879767946527,3.9747700334108904,3.9747700334108904,1.817563682992036,1.817563682992036,1.6658930126061133,1.6658930126061133,-0.5900000000000001,106.45625088295157,7.516269925611053,2.2238446727901677,1.693077005206639,62.12487585733268,0.0,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,19.420578929450514,24.835569398847294,6.4208216229260096,0.0,4.794537184071822,5.783244946364939,0.0,0.0,5.41499046939678,33.61285484492389,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,5.41499046939678,33.61285484492389,11.64912463690315,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,11.198235415761719,6.4208216229260096,6.4208216229260096,5.573104530069267,6.076020106833881,6.923737199690624,13.847474399381248,0.0,0.0,0.0,11.012708333333334,0.0,1.4276620370370372,0.28587962962963,0.0,3.5499305555555556,6.3071527777777785,0.0,0.6666666666666666,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3218000000000005,41.77900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dichlormid,High,Low,Low,C=CCN(CC=C)C(=O)C(Cl)Cl,9.308703703703705,9.308703703703705,0.23898148148148168,0.23898148148148168,0.6141033567827179,10.181818181818182,145.16099999999997,138.105,145.052763844,54.0,0.0,0.1412978801190966,-0.505666646136573,0.505666646136573,0.1412978801190966,1.0909090909090908,1.9090909090909092,2.727272727272727,16.255590082462042,10.189409500472957,1.9572534625113087,-1.9612012847719673,2.1990704856962777,-1.7587454704560714,5.83131829079892,0.48014043030998876,2.055950140473121,2.91316116360486,378.7244463345713,7.681798275874711,5.858528806137672,5.858528806137672,5.377010097711745,3.4047712223648916,3.4047712223648916,2.352259832890753,2.352259832890753,1.6114193819746176,1.6114193819746176,1.0881091674996999,1.0881091674996999,-1.5699999999999998,505.7637345563877,6.160248407637458,2.234974333040861,0.9232172685828138,64.12694938437468,5.106527394840706,11.266212550900168,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,18.19910120538483,12.13273413692322,11.583067786077873,0.0,5.106527394840706,10.902924932081056,0.0,4.9839785209472085,0.0,0.0,0.0,36.52867891392113,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,10.090505915787915,0.0,0.0,0.0,36.52867891392113,0.0,10.902924932081056,0.0,33.120000000000005,0.0,5.106527394840706,0.0,5.749511833283905,5.516700717616262,5.386224214464796,0.0,18.3295777085363,18.19910120538483,4.9839785209472085,0.0,0.0,0.0,4.0307407407407405,10.273981481481483,0.6620370370370372,0.23898148148148168,9.125555555555556,1.6687037037037036,0.0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.9403999999999992,43.40780000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diethyltoluamide,Moderate,Moderate,High,CCN(CC)C(=O)C1=CC(=CC=C1)C,14.322450126674738,14.322450126674738,0.32217151675485,-6.050772614316558,0.3560816647613141,12.818181818181818,529.142,522.0860000000001,527.969001424,180.0,0.0,0.43886800869158693,-0.42681892758430445,0.43886800869158693,0.42681892758430445,1.0,1.5454545454545454,2.0606060606060606,35.49683778142427,10.160225569642146,2.593513247187341,-2.240588788634926,2.4378748853779437,-2.453629439783029,6.374808344294817,-0.30448249395597893,2.673984624038819,2.2465671789760253,1076.1275238540954,25.300600429391718,15.269105420441214,16.780963312478125,15.057273760808007,8.073254310445398,8.829183256463855,5.9359769472770605,6.721141547026893,3.6021667770678807,4.220480998333461,2.17515518133881,2.707873007665297,-2.8699999999999983,6009855.314096719,26.382859190018877,9.549627262380898,5.9300405684573505,186.945872774454,10.05365155780638,22.220526487530112,11.5667326743298,0.0,12.078855124861798,18.31600253946303,10.111325788078153,22.3561973747711,21.9520752383741,0.0,29.268246848926644,18.19910120538483,0.0,10.710019588424888,53.83967275101708,40.82756029683817,0.0,5.316788604006331,0.0,18.456563422635252,5.316788604006331,57.325848916163764,0.0,5.749511833283905,15.370440161812711,49.995658887828775,5.749511833283905,23.20187978046503,30.394857664324828,0.0,17.451662523137685,10.357988675768818,24.26546827384644,10.045266627482652,0.0,0.0,67.43,74.89213641460962,49.102809797217034,0.0,0.0,18.19910120538483,6.06636706846161,5.316788604006331,5.316788604006331,0.0,4.736862953800049,23.20187978046503,121.45554755268064,10.903328167321071,23.67324104838603,0.4535458129532812,-2.186852691302298,-7.67256215543151,1.0410607879047296,-16.44508630028975,0.0,0.0,0.17647058823529413,33.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,16.0,5.0,0.0,0.0,0.0,2.0,6.244600000000001,95.78890000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
